% nSim ->    2800
  nExp  nIn  hLS      trFcn    lr    trC
   736  10   15    traingd  0.01   1000
   737  10   15    traingd  0.01   5000
   738  10   15    traingd  0.01  10000
   739  10   15    traingd  0.01  20000
   740  10   15    traingd  0.01  50000
   741  10   15   traingda  0.20   1000
   742  10   15   traingda  0.20   5000
   743  10   15   traingda  0.20  10000
   744  10   15   traingda  0.20  20000
   745  10   15   traingda  0.20  50000
   746  10   15   traingda  0.10   1000
   747  10   15   traingda  0.10   5000
   748  10   15   traingda  0.10  10000
   749  10   15   traingda  0.10  20000
   750  10   15   traingda  0.10  50000
   751  10   15   traingda  0.05   1000
   752  10   15   traingda  0.05   5000
   753  10   15   traingda  0.05  10000
   754  10   15   traingda  0.05  20000
   755  10   15   traingda  0.05  50000
   756  10   15   traingda  0.01   1000
   757  10   15   traingda  0.01   5000
   758  10   15   traingda  0.01  10000
   759  10   15   traingda  0.01  20000
   760  10   15   traingda  0.01  50000
   761  10   15   traingdx  0.20   1000
   762  10   15   traingdx  0.20   5000
   763  10   15   traingdx  0.20  10000
   764  10   15   traingdx  0.20  20000
   765  10   15   traingdx  0.20  50000
   766  10   15   traingdx  0.10   1000
   767  10   15   traingdx  0.10   5000
   768  10   15   traingdx  0.10  10000
   769  10   15   traingdx  0.10  20000
   770  10   15   traingdx  0.10  50000
   771  10   15   traingdx  0.05   1000
   772  10   15   traingdx  0.05   5000
   773  10   15   traingdx  0.05  10000
   774  10   15   traingdx  0.05  20000
   775  10   15   traingdx  0.05  50000
   776  10   15   traingdx  0.01   1000
   777  10   15   traingdx  0.01   5000
   778  10   15   traingdx  0.01  10000
   779  10   15   traingdx  0.01  20000
   780  10   15   traingdx  0.01  50000
   781  10   15    trainrp  0.20   1000
   782  10   15    trainrp  0.20   5000
   783  10   15    trainrp  0.20  10000
   784  10   15    trainrp  0.20  20000
   785  10   15    trainrp  0.20  50000
   786  10   15    trainrp  0.10   1000
   787  10   15    trainrp  0.10   5000
   788  10   15    trainrp  0.10  10000
   789  10   15    trainrp  0.10  20000
   790  10   15    trainrp  0.10  50000
   791  10   15    trainrp  0.05   1000
   792  10   15    trainrp  0.05   5000
   793  10   15    trainrp  0.05  10000
   794  10   15    trainrp  0.05  20000
   795  10   15    trainrp  0.05  50000
   796  10   15    trainrp  0.01   1000
   797  10   15    trainrp  0.01   5000
   798  10   15    trainrp  0.01  10000
   799  10   15    trainrp  0.01  20000
   800  10   15    trainrp  0.01  50000
   801  10   15   trainscg  0.20   1000
   802  10   15   trainscg  0.20   5000
   803  10   15   trainscg  0.20  10000
   804  10   15   trainscg  0.20  20000
   805  10   15   trainscg  0.20  50000
   806  10   15   trainscg  0.10   1000
   807  10   15   trainscg  0.10   5000
   808  10   15   trainscg  0.10  10000
   809  10   15   trainscg  0.10  20000
   810  10   15   trainscg  0.10  50000
   811  10   15   trainscg  0.05   1000
   812  10   15   trainscg  0.05   5000
   813  10   15   trainscg  0.05  10000
   814  10   15   trainscg  0.05  20000
   815  10   15   trainscg  0.05  50000
   816  10   15   trainscg  0.01   1000
   817  10   15   trainscg  0.01   5000
   818  10   15   trainscg  0.01  10000
   819  10   15   trainscg  0.01  20000
   820  10   15   trainscg  0.01  50000
   821  10   15   traingdm  0.20   1000
   822  10   15   traingdm  0.20   5000
   823  10   15   traingdm  0.20  10000
   824  10   15   traingdm  0.20  20000
   825  10   15   traingdm  0.20  50000
   826  10   15   traingdm  0.10   1000
   827  10   15   traingdm  0.10   5000
   828  10   15   traingdm  0.10  10000
   829  10   15   traingdm  0.10  20000
   830  10   15   traingdm  0.10  50000
   831  10   15   traingdm  0.05   1000
   832  10   15   traingdm  0.05   5000
   833  10   15   traingdm  0.05  10000
   834  10   15   traingdm  0.05  20000
   835  10   15   traingdm  0.05  50000
   836  10   15   traingdm  0.01   1000
   837  10   15   traingdm  0.01   5000
   838  10   15   traingdm  0.01  10000
   839  10   15   traingdm  0.01  20000
   840  10   15   traingdm  0.01  50000
   841  10   20    trainlm  0.20   1000
   842  10   20    trainlm  0.20   5000
   843  10   20    trainlm  0.20  10000
   844  10   20    trainlm  0.20  20000
   845  10   20    trainlm  0.20  50000
   846  10   20    trainlm  0.10   1000
   847  10   20    trainlm  0.10   5000
   848  10   20    trainlm  0.10  10000
   849  10   20    trainlm  0.10  20000
   850  10   20    trainlm  0.10  50000
   851  10   20    trainlm  0.05   1000
   852  10   20    trainlm  0.05   5000
   853  10   20    trainlm  0.05  10000
   854  10   20    trainlm  0.05  20000
   855  10   20    trainlm  0.05  50000
   856  10   20    trainlm  0.01   1000
   857  10   20    trainlm  0.01   5000
   858  10   20    trainlm  0.01  10000
   859  10   20    trainlm  0.01  20000
   860  10   20    trainlm  0.01  50000
   861  10   20    traingd  0.20   1000
   862  10   20    traingd  0.20   5000
   863  10   20    traingd  0.20  10000
   864  10   20    traingd  0.20  20000
   865  10   20    traingd  0.20  50000
   866  10   20    traingd  0.10   1000
   867  10   20    traingd  0.10   5000
   868  10   20    traingd  0.10  10000
   869  10   20    traingd  0.10  20000
   870  10   20    traingd  0.10  50000
   871  10   20    traingd  0.05   1000
   872  10   20    traingd  0.05   5000
   873  10   20    traingd  0.05  10000
   874  10   20    traingd  0.05  20000
   875  10   20    traingd  0.05  50000
   876  10   20    traingd  0.01   1000
   877  10   20    traingd  0.01   5000
   878  10   20    traingd  0.01  10000
   879  10   20    traingd  0.01  20000
   880  10   20    traingd  0.01  50000
   881  10   20   traingda  0.20   1000
   882  10   20   traingda  0.20   5000
   883  10   20   traingda  0.20  10000
   884  10   20   traingda  0.20  20000
   885  10   20   traingda  0.20  50000
   886  10   20   traingda  0.10   1000
   887  10   20   traingda  0.10   5000
   888  10   20   traingda  0.10  10000
   889  10   20   traingda  0.10  20000
   890  10   20   traingda  0.10  50000
   891  10   20   traingda  0.05   1000
   892  10   20   traingda  0.05   5000
   893  10   20   traingda  0.05  10000
   894  10   20   traingda  0.05  20000
   895  10   20   traingda  0.05  50000
   896  10   20   traingda  0.01   1000
   897  10   20   traingda  0.01   5000
   898  10   20   traingda  0.01  10000
   899  10   20   traingda  0.01  20000
   900  10   20   traingda  0.01  50000
   901  10   20   traingdx  0.20   1000
   902  10   20   traingdx  0.20   5000
   903  10   20   traingdx  0.20  10000
   904  10   20   traingdx  0.20  20000
   905  10   20   traingdx  0.20  50000
   906  10   20   traingdx  0.10   1000
   907  10   20   traingdx  0.10   5000
   908  10   20   traingdx  0.10  10000
   909  10   20   traingdx  0.10  20000
   910  10   20   traingdx  0.10  50000
   911  10   20   traingdx  0.05   1000
   912  10   20   traingdx  0.05   5000
   913  10   20   traingdx  0.05  10000
   914  10   20   traingdx  0.05  20000
   915  10   20   traingdx  0.05  50000
   916  10   20   traingdx  0.01   1000
   917  10   20   traingdx  0.01   5000
   918  10   20   traingdx  0.01  10000
   919  10   20   traingdx  0.01  20000
   920  10   20   traingdx  0.01  50000
   921  10   20    trainrp  0.20   1000
   922  10   20    trainrp  0.20   5000
   923  10   20    trainrp  0.20  10000
   924  10   20    trainrp  0.20  20000
   925  10   20    trainrp  0.20  50000
   926  10   20    trainrp  0.10   1000
   927  10   20    trainrp  0.10   5000
   928  10   20    trainrp  0.10  10000
   929  10   20    trainrp  0.10  20000
   930  10   20    trainrp  0.10  50000
   931  10   20    trainrp  0.05   1000
   932  10   20    trainrp  0.05   5000
   933  10   20    trainrp  0.05  10000
   934  10   20    trainrp  0.05  20000
   935  10   20    trainrp  0.05  50000
   936  10   20    trainrp  0.01   1000
   937  10   20    trainrp  0.01   5000
   938  10   20    trainrp  0.01  10000
   939  10   20    trainrp  0.01  20000
   940  10   20    trainrp  0.01  50000
   941  10   20   trainscg  0.20   1000
   942  10   20   trainscg  0.20   5000
   943  10   20   trainscg  0.20  10000
   944  10   20   trainscg  0.20  20000
   945  10   20   trainscg  0.20  50000
   946  10   20   trainscg  0.10   1000
   947  10   20   trainscg  0.10   5000
   948  10   20   trainscg  0.10  10000
   949  10   20   trainscg  0.10  20000
   950  10   20   trainscg  0.10  50000
   951  10   20   trainscg  0.05   1000
   952  10   20   trainscg  0.05   5000
   953  10   20   trainscg  0.05  10000
   954  10   20   trainscg  0.05  20000
   955  10   20   trainscg  0.05  50000
   956  10   20   trainscg  0.01   1000
   957  10   20   trainscg  0.01   5000
   958  10   20   trainscg  0.01  10000
   959  10   20   trainscg  0.01  20000
   960  10   20   trainscg  0.01  50000
   961  10   20   traingdm  0.20   1000
   962  10   20   traingdm  0.20   5000
   963  10   20   traingdm  0.20  10000
   964  10   20   traingdm  0.20  20000
   965  10   20   traingdm  0.20  50000
   966  10   20   traingdm  0.10   1000
   967  10   20   traingdm  0.10   5000
   968  10   20   traingdm  0.10  10000
   969  10   20   traingdm  0.10  20000
   970  10   20   traingdm  0.10  50000
   971  10   20   traingdm  0.05   1000
   972  10   20   traingdm  0.05   5000
   973  10   20   traingdm  0.05  10000
   974  10   20   traingdm  0.05  20000
   975  10   20   traingdm  0.05  50000
   976  10   20   traingdm  0.01   1000
   977  10   20   traingdm  0.01   5000
   978  10   20   traingdm  0.01  10000
   979  10   20   traingdm  0.01  20000
   980  10   20   traingdm  0.01  50000
   981  15    5    trainlm  0.20   1000
   982  15    5    trainlm  0.20   5000
   983  15    5    trainlm  0.20  10000
   984  15    5    trainlm  0.20  20000
   985  15    5    trainlm  0.20  50000
   986  15    5    trainlm  0.10   1000
   987  15    5    trainlm  0.10   5000
   988  15    5    trainlm  0.10  10000
   989  15    5    trainlm  0.10  20000
   990  15    5    trainlm  0.10  50000
   991  15    5    trainlm  0.05   1000
   992  15    5    trainlm  0.05   5000
   993  15    5    trainlm  0.05  10000
   994  15    5    trainlm  0.05  20000
   995  15    5    trainlm  0.05  50000
   996  15    5    trainlm  0.01   1000
   997  15    5    trainlm  0.01   5000
   998  15    5    trainlm  0.01  10000
   999  15    5    trainlm  0.01  20000
  1000  15    5    trainlm  0.01  50000
  1001  15    5    traingd  0.20   1000
  1002  15    5    traingd  0.20   5000
  1003  15    5    traingd  0.20  10000
  1004  15    5    traingd  0.20  20000
  1005  15    5    traingd  0.20  50000
  1006  15    5    traingd  0.10   1000
  1007  15    5    traingd  0.10   5000
  1008  15    5    traingd  0.10  10000
  1009  15    5    traingd  0.10  20000
  1010  15    5    traingd  0.10  50000
  1011  15    5    traingd  0.05   1000
  1012  15    5    traingd  0.05   5000
  1013  15    5    traingd  0.05  10000
  1014  15    5    traingd  0.05  20000
  1015  15    5    traingd  0.05  50000
  1016  15    5    traingd  0.01   1000
  1017  15    5    traingd  0.01   5000
  1018  15    5    traingd  0.01  10000
  1019  15    5    traingd  0.01  20000
  1020  15    5    traingd  0.01  50000
  1021  15    5   traingda  0.20   1000
  1022  15    5   traingda  0.20   5000
  1023  15    5   traingda  0.20  10000
  1024  15    5   traingda  0.20  20000
  1025  15    5   traingda  0.20  50000
  1026  15    5   traingda  0.10   1000
  1027  15    5   traingda  0.10   5000
  1028  15    5   traingda  0.10  10000
  1029  15    5   traingda  0.10  20000
  1030  15    5   traingda  0.10  50000
  1031  15    5   traingda  0.05   1000
  1032  15    5   traingda  0.05   5000
  1033  15    5   traingda  0.05  10000
  1034  15    5   traingda  0.05  20000
  1035  15    5   traingda  0.05  50000
  1036  15    5   traingda  0.01   1000
  1037  15    5   traingda  0.01   5000
  1038  15    5   traingda  0.01  10000
  1039  15    5   traingda  0.01  20000
  1040  15    5   traingda  0.01  50000
  1041  15    5   traingdx  0.20   1000
  1042  15    5   traingdx  0.20   5000
  1043  15    5   traingdx  0.20  10000
  1044  15    5   traingdx  0.20  20000
  1045  15    5   traingdx  0.20  50000
  1046  15    5   traingdx  0.10   1000
  1047  15    5   traingdx  0.10   5000
  1048  15    5   traingdx  0.10  10000
  1049  15    5   traingdx  0.10  20000
  1050  15    5   traingdx  0.10  50000
  1051  15    5   traingdx  0.05   1000
  1052  15    5   traingdx  0.05   5000
  1053  15    5   traingdx  0.05  10000
  1054  15    5   traingdx  0.05  20000
  1055  15    5   traingdx  0.05  50000
  1056  15    5   traingdx  0.01   1000
  1057  15    5   traingdx  0.01   5000
  1058  15    5   traingdx  0.01  10000
  1059  15    5   traingdx  0.01  20000
  1060  15    5   traingdx  0.01  50000
  1061  15    5    trainrp  0.20   1000
  1062  15    5    trainrp  0.20   5000
  1063  15    5    trainrp  0.20  10000
  1064  15    5    trainrp  0.20  20000
  1065  15    5    trainrp  0.20  50000
  1066  15    5    trainrp  0.10   1000
  1067  15    5    trainrp  0.10   5000
  1068  15    5    trainrp  0.10  10000
  1069  15    5    trainrp  0.10  20000
  1070  15    5    trainrp  0.10  50000
  1071  15    5    trainrp  0.05   1000
  1072  15    5    trainrp  0.05   5000
  1073  15    5    trainrp  0.05  10000
  1074  15    5    trainrp  0.05  20000
  1075  15    5    trainrp  0.05  50000
  1076  15    5    trainrp  0.01   1000
  1077  15    5    trainrp  0.01   5000
  1078  15    5    trainrp  0.01  10000
  1079  15    5    trainrp  0.01  20000
  1080  15    5    trainrp  0.01  50000
  1081  15    5   trainscg  0.20   1000
  1082  15    5   trainscg  0.20   5000
  1083  15    5   trainscg  0.20  10000
  1084  15    5   trainscg  0.20  20000
  1085  15    5   trainscg  0.20  50000
  1086  15    5   trainscg  0.10   1000
  1087  15    5   trainscg  0.10   5000
  1088  15    5   trainscg  0.10  10000
  1089  15    5   trainscg  0.10  20000
  1090  15    5   trainscg  0.10  50000
  1091  15    5   trainscg  0.05   1000
  1092  15    5   trainscg  0.05   5000
  1093  15    5   trainscg  0.05  10000
  1094  15    5   trainscg  0.05  20000
  1095  15    5   trainscg  0.05  50000
  1096  15    5   trainscg  0.01   1000
  1097  15    5   trainscg  0.01   5000
  1098  15    5   trainscg  0.01  10000
  1099  15    5   trainscg  0.01  20000
  1100  15    5   trainscg  0.01  50000
  1101  15    5   traingdm  0.20   1000
  1102  15    5   traingdm  0.20   5000
  1103  15    5   traingdm  0.20  10000
  1104  15    5   traingdm  0.20  20000
  1105  15    5   traingdm  0.20  50000
  1106  15    5   traingdm  0.10   1000
  1107  15    5   traingdm  0.10   5000
  1108  15    5   traingdm  0.10  10000
  1109  15    5   traingdm  0.10  20000
  1110  15    5   traingdm  0.10  50000
  1111  15    5   traingdm  0.05   1000
  1112  15    5   traingdm  0.05   5000
  1113  15    5   traingdm  0.05  10000
  1114  15    5   traingdm  0.05  20000
  1115  15    5   traingdm  0.05  50000
  1116  15    5   traingdm  0.01   1000
  1117  15    5   traingdm  0.01   5000
  1118  15    5   traingdm  0.01  10000
  1119  15    5   traingdm  0.01  20000
  1120  15    5   traingdm  0.01  50000
  1121  15   10    trainlm  0.20   1000
  1122  15   10    trainlm  0.20   5000
  1123  15   10    trainlm  0.20  10000
  1124  15   10    trainlm  0.20  20000
  1125  15   10    trainlm  0.20  50000
  1126  15   10    trainlm  0.10   1000
  1127  15   10    trainlm  0.10   5000
  1128  15   10    trainlm  0.10  10000
  1129  15   10    trainlm  0.10  20000
  1130  15   10    trainlm  0.10  50000
  1131  15   10    trainlm  0.05   1000
  1132  15   10    trainlm  0.05   5000
  1133  15   10    trainlm  0.05  10000
  1134  15   10    trainlm  0.05  20000
  1135  15   10    trainlm  0.05  50000
  1136  15   10    trainlm  0.01   1000
  1137  15   10    trainlm  0.01   5000
  1138  15   10    trainlm  0.01  10000
  1139  15   10    trainlm  0.01  20000
  1140  15   10    trainlm  0.01  50000
  1141  15   10    traingd  0.20   1000
  1142  15   10    traingd  0.20   5000
  1143  15   10    traingd  0.20  10000
  1144  15   10    traingd  0.20  20000
  1145  15   10    traingd  0.20  50000
  1146  15   10    traingd  0.10   1000
  1147  15   10    traingd  0.10   5000
  1148  15   10    traingd  0.10  10000
  1149  15   10    traingd  0.10  20000
  1150  15   10    traingd  0.10  50000
  1151  15   10    traingd  0.05   1000
  1152  15   10    traingd  0.05   5000
  1153  15   10    traingd  0.05  10000
  1154  15   10    traingd  0.05  20000
  1155  15   10    traingd  0.05  50000
  1156  15   10    traingd  0.01   1000
  1157  15   10    traingd  0.01   5000
  1158  15   10    traingd  0.01  10000
  1159  15   10    traingd  0.01  20000
  1160  15   10    traingd  0.01  50000
  1161  15   10   traingda  0.20   1000
  1162  15   10   traingda  0.20   5000
  1163  15   10   traingda  0.20  10000
  1164  15   10   traingda  0.20  20000
  1165  15   10   traingda  0.20  50000
  1166  15   10   traingda  0.10   1000
  1167  15   10   traingda  0.10   5000
  1168  15   10   traingda  0.10  10000
  1169  15   10   traingda  0.10  20000
  1170  15   10   traingda  0.10  50000
  1171  15   10   traingda  0.05   1000
  1172  15   10   traingda  0.05   5000
  1173  15   10   traingda  0.05  10000
  1174  15   10   traingda  0.05  20000
  1175  15   10   traingda  0.05  50000
  1176  15   10   traingda  0.01   1000
  1177  15   10   traingda  0.01   5000
  1178  15   10   traingda  0.01  10000
  1179  15   10   traingda  0.01  20000
  1180  15   10   traingda  0.01  50000
  1181  15   10   traingdx  0.20   1000
  1182  15   10   traingdx  0.20   5000
  1183  15   10   traingdx  0.20  10000
  1184  15   10   traingdx  0.20  20000
  1185  15   10   traingdx  0.20  50000
  1186  15   10   traingdx  0.10   1000
  1187  15   10   traingdx  0.10   5000
  1188  15   10   traingdx  0.10  10000
  1189  15   10   traingdx  0.10  20000
  1190  15   10   traingdx  0.10  50000
  1191  15   10   traingdx  0.05   1000
  1192  15   10   traingdx  0.05   5000
  1193  15   10   traingdx  0.05  10000
  1194  15   10   traingdx  0.05  20000
  1195  15   10   traingdx  0.05  50000
  1196  15   10   traingdx  0.01   1000
  1197  15   10   traingdx  0.01   5000
  1198  15   10   traingdx  0.01  10000
  1199  15   10   traingdx  0.01  20000
  1200  15   10   traingdx  0.01  50000
  1201  15   10    trainrp  0.20   1000
  1202  15   10    trainrp  0.20   5000
  1203  15   10    trainrp  0.20  10000
  1204  15   10    trainrp  0.20  20000
  1205  15   10    trainrp  0.20  50000
  1206  15   10    trainrp  0.10   1000
  1207  15   10    trainrp  0.10   5000
  1208  15   10    trainrp  0.10  10000
  1209  15   10    trainrp  0.10  20000
  1210  15   10    trainrp  0.10  50000
  1211  15   10    trainrp  0.05   1000
  1212  15   10    trainrp  0.05   5000
  1213  15   10    trainrp  0.05  10000
  1214  15   10    trainrp  0.05  20000
  1215  15   10    trainrp  0.05  50000
  1216  15   10    trainrp  0.01   1000
  1217  15   10    trainrp  0.01   5000
  1218  15   10    trainrp  0.01  10000
  1219  15   10    trainrp  0.01  20000
  1220  15   10    trainrp  0.01  50000
  1221  15   10   trainscg  0.20   1000
  1222  15   10   trainscg  0.20   5000
  1223  15   10   trainscg  0.20  10000
  1224  15   10   trainscg  0.20  20000
  1225  15   10   trainscg  0.20  50000
  1226  15   10   trainscg  0.10   1000
  1227  15   10   trainscg  0.10   5000
  1228  15   10   trainscg  0.10  10000
  1229  15   10   trainscg  0.10  20000
  1230  15   10   trainscg  0.10  50000
  1231  15   10   trainscg  0.05   1000
  1232  15   10   trainscg  0.05   5000
  1233  15   10   trainscg  0.05  10000
  1234  15   10   trainscg  0.05  20000
  1235  15   10   trainscg  0.05  50000
  1236  15   10   trainscg  0.01   1000
  1237  15   10   trainscg  0.01   5000
  1238  15   10   trainscg  0.01  10000
  1239  15   10   trainscg  0.01  20000
  1240  15   10   trainscg  0.01  50000
  1241  15   10   traingdm  0.20   1000
  1242  15   10   traingdm  0.20   5000
  1243  15   10   traingdm  0.20  10000
  1244  15   10   traingdm  0.20  20000
  1245  15   10   traingdm  0.20  50000
  1246  15   10   traingdm  0.10   1000
  1247  15   10   traingdm  0.10   5000
  1248  15   10   traingdm  0.10  10000
  1249  15   10   traingdm  0.10  20000
  1250  15   10   traingdm  0.10  50000
  1251  15   10   traingdm  0.05   1000
  1252  15   10   traingdm  0.05   5000
  1253  15   10   traingdm  0.05  10000
  1254  15   10   traingdm  0.05  20000
  1255  15   10   traingdm  0.05  50000
  1256  15   10   traingdm  0.01   1000
  1257  15   10   traingdm  0.01   5000
  1258  15   10   traingdm  0.01  10000
  1259  15   10   traingdm  0.01  20000
  1260  15   10   traingdm  0.01  50000
  1261  15   15    trainlm  0.20   1000
  1262  15   15    trainlm  0.20   5000
  1263  15   15    trainlm  0.20  10000
  1264  15   15    trainlm  0.20  20000
  1265  15   15    trainlm  0.20  50000
  1266  15   15    trainlm  0.10   1000
  1267  15   15    trainlm  0.10   5000
  1268  15   15    trainlm  0.10  10000
  1269  15   15    trainlm  0.10  20000
  1270  15   15    trainlm  0.10  50000
  1271  15   15    trainlm  0.05   1000
  1272  15   15    trainlm  0.05   5000
  1273  15   15    trainlm  0.05  10000
  1274  15   15    trainlm  0.05  20000
  1275  15   15    trainlm  0.05  50000
  1276  15   15    trainlm  0.01   1000
  1277  15   15    trainlm  0.01   5000
  1278  15   15    trainlm  0.01  10000
  1279  15   15    trainlm  0.01  20000
  1280  15   15    trainlm  0.01  50000
  1281  15   15    traingd  0.20   1000
  1282  15   15    traingd  0.20   5000
  1283  15   15    traingd  0.20  10000
  1284  15   15    traingd  0.20  20000
  1285  15   15    traingd  0.20  50000
  1286  15   15    traingd  0.10   1000
  1287  15   15    traingd  0.10   5000
  1288  15   15    traingd  0.10  10000
  1289  15   15    traingd  0.10  20000
  1290  15   15    traingd  0.10  50000
  1291  15   15    traingd  0.05   1000
  1292  15   15    traingd  0.05   5000
  1293  15   15    traingd  0.05  10000
  1294  15   15    traingd  0.05  20000
  1295  15   15    traingd  0.05  50000
  1296  15   15    traingd  0.01   1000
  1297  15   15    traingd  0.01   5000
  1298  15   15    traingd  0.01  10000
  1299  15   15    traingd  0.01  20000
  1300  15   15    traingd  0.01  50000
  1301  15   15   traingda  0.20   1000
  1302  15   15   traingda  0.20   5000
  1303  15   15   traingda  0.20  10000
  1304  15   15   traingda  0.20  20000
  1305  15   15   traingda  0.20  50000
  1306  15   15   traingda  0.10   1000
  1307  15   15   traingda  0.10   5000
  1308  15   15   traingda  0.10  10000
  1309  15   15   traingda  0.10  20000
  1310  15   15   traingda  0.10  50000
  1311  15   15   traingda  0.05   1000
  1312  15   15   traingda  0.05   5000
  1313  15   15   traingda  0.05  10000
  1314  15   15   traingda  0.05  20000
  1315  15   15   traingda  0.05  50000
  1316  15   15   traingda  0.01   1000
  1317  15   15   traingda  0.01   5000
  1318  15   15   traingda  0.01  10000
  1319  15   15   traingda  0.01  20000
  1320  15   15   traingda  0.01  50000
  1321  15   15   traingdx  0.20   1000
  1322  15   15   traingdx  0.20   5000
  1323  15   15   traingdx  0.20  10000
  1324  15   15   traingdx  0.20  20000
  1325  15   15   traingdx  0.20  50000
  1326  15   15   traingdx  0.10   1000
  1327  15   15   traingdx  0.10   5000
  1328  15   15   traingdx  0.10  10000
  1329  15   15   traingdx  0.10  20000
  1330  15   15   traingdx  0.10  50000
  1331  15   15   traingdx  0.05   1000
  1332  15   15   traingdx  0.05   5000
  1333  15   15   traingdx  0.05  10000
  1334  15   15   traingdx  0.05  20000
  1335  15   15   traingdx  0.05  50000
  1336  15   15   traingdx  0.01   1000
  1337  15   15   traingdx  0.01   5000
  1338  15   15   traingdx  0.01  10000
  1339  15   15   traingdx  0.01  20000
  1340  15   15   traingdx  0.01  50000
  1341  15   15    trainrp  0.20   1000
  1342  15   15    trainrp  0.20   5000
  1343  15   15    trainrp  0.20  10000
  1344  15   15    trainrp  0.20  20000
  1345  15   15    trainrp  0.20  50000
  1346  15   15    trainrp  0.10   1000
  1347  15   15    trainrp  0.10   5000
  1348  15   15    trainrp  0.10  10000
  1349  15   15    trainrp  0.10  20000
  1350  15   15    trainrp  0.10  50000
  1351  15   15    trainrp  0.05   1000
  1352  15   15    trainrp  0.05   5000
  1353  15   15    trainrp  0.05  10000
  1354  15   15    trainrp  0.05  20000
  1355  15   15    trainrp  0.05  50000
  1356  15   15    trainrp  0.01   1000
  1357  15   15    trainrp  0.01   5000
  1358  15   15    trainrp  0.01  10000
  1359  15   15    trainrp  0.01  20000
  1360  15   15    trainrp  0.01  50000
  1361  15   15   trainscg  0.20   1000
  1362  15   15   trainscg  0.20   5000
  1363  15   15   trainscg  0.20  10000
  1364  15   15   trainscg  0.20  20000
  1365  15   15   trainscg  0.20  50000
  1366  15   15   trainscg  0.10   1000
  1367  15   15   trainscg  0.10   5000
  1368  15   15   trainscg  0.10  10000
  1369  15   15   trainscg  0.10  20000
  1370  15   15   trainscg  0.10  50000
  1371  15   15   trainscg  0.05   1000
  1372  15   15   trainscg  0.05   5000
  1373  15   15   trainscg  0.05  10000
  1374  15   15   trainscg  0.05  20000
  1375  15   15   trainscg  0.05  50000
  1376  15   15   trainscg  0.01   1000
  1377  15   15   trainscg  0.01   5000
  1378  15   15   trainscg  0.01  10000
  1379  15   15   trainscg  0.01  20000
  1380  15   15   trainscg  0.01  50000
  1381  15   15   traingdm  0.20   1000
  1382  15   15   traingdm  0.20   5000
  1383  15   15   traingdm  0.20  10000
  1384  15   15   traingdm  0.20  20000
  1385  15   15   traingdm  0.20  50000
  1386  15   15   traingdm  0.10   1000
  1387  15   15   traingdm  0.10   5000
  1388  15   15   traingdm  0.10  10000
  1389  15   15   traingdm  0.10  20000
  1390  15   15   traingdm  0.10  50000
  1391  15   15   traingdm  0.05   1000
  1392  15   15   traingdm  0.05   5000
  1393  15   15   traingdm  0.05  10000
  1394  15   15   traingdm  0.05  20000
  1395  15   15   traingdm  0.05  50000
  1396  15   15   traingdm  0.01   1000
  1397  15   15   traingdm  0.01   5000
  1398  15   15   traingdm  0.01  10000
  1399  15   15   traingdm  0.01  20000
  1400  15   15   traingdm  0.01  50000
  1401  15   20    trainlm  0.20   1000
  1402  15   20    trainlm  0.20   5000
  1403  15   20    trainlm  0.20  10000
  1404  15   20    trainlm  0.20  20000
  1405  15   20    trainlm  0.20  50000
  1406  15   20    trainlm  0.10   1000
  1407  15   20    trainlm  0.10   5000
  1408  15   20    trainlm  0.10  10000
  1409  15   20    trainlm  0.10  20000
  1410  15   20    trainlm  0.10  50000
  1411  15   20    trainlm  0.05   1000
  1412  15   20    trainlm  0.05   5000
  1413  15   20    trainlm  0.05  10000
  1414  15   20    trainlm  0.05  20000
  1415  15   20    trainlm  0.05  50000
  1416  15   20    trainlm  0.01   1000
  1417  15   20    trainlm  0.01   5000
  1418  15   20    trainlm  0.01  10000
  1419  15   20    trainlm  0.01  20000
  1420  15   20    trainlm  0.01  50000
  1421  15   20    traingd  0.20   1000
  1422  15   20    traingd  0.20   5000
  1423  15   20    traingd  0.20  10000
  1424  15   20    traingd  0.20  20000
  1425  15   20    traingd  0.20  50000
  1426  15   20    traingd  0.10   1000
  1427  15   20    traingd  0.10   5000
  1428  15   20    traingd  0.10  10000
  1429  15   20    traingd  0.10  20000
  1430  15   20    traingd  0.10  50000
  1431  15   20    traingd  0.05   1000
  1432  15   20    traingd  0.05   5000
  1433  15   20    traingd  0.05  10000
  1434  15   20    traingd  0.05  20000
  1435  15   20    traingd  0.05  50000
  1436  15   20    traingd  0.01   1000
  1437  15   20    traingd  0.01   5000
  1438  15   20    traingd  0.01  10000
  1439  15   20    traingd  0.01  20000
  1440  15   20    traingd  0.01  50000
  1441  15   20   traingda  0.20   1000
  1442  15   20   traingda  0.20   5000
  1443  15   20   traingda  0.20  10000
  1444  15   20   traingda  0.20  20000
  1445  15   20   traingda  0.20  50000
  1446  15   20   traingda  0.10   1000
  1447  15   20   traingda  0.10   5000
  1448  15   20   traingda  0.10  10000
  1449  15   20   traingda  0.10  20000
  1450  15   20   traingda  0.10  50000
  1451  15   20   traingda  0.05   1000
  1452  15   20   traingda  0.05   5000
  1453  15   20   traingda  0.05  10000
  1454  15   20   traingda  0.05  20000
  1455  15   20   traingda  0.05  50000
  1456  15   20   traingda  0.01   1000
  1457  15   20   traingda  0.01   5000
