28
Consejería de Medio Ambiente Comunidad de Madrid
Alcalá 16
28001 MADRID
0230
2818000109490216110804.00V04.00V05.00V04.00V04.00V02.00V05.00V01.00V05.00V056.0V029.0V09.00V08.00V08.00V09.00V06.00V03.00V03.00V01.00V01.00V04.00V07.00V011.0V08.00V
28180001140602161108059.0V062.0V063.0V062.0V061.0V052.0V027.0V019.0V030.0V030.0V045.0V053.0V061.0V063.0V067.0V068.0V061.0V044.0V034.0V045.0V046.0V043.0V047.0V049.0V
2818000181890216110803.10V04.40V04.20V02.90V02.80V01.90V00.80V00.50V00.90V01.10V02.50V02.10V02.30V01.90V02.40V02.30V01.80V01.30V01.10V01.80V02.00V01.80V01.60V01.90V
2818000182890216110800282V00164V00276V00313V00215V00296V00258V00259V00289V00288V00295V00285V00265V00258V00243V00248V00236V00229V00226V00240V00235V00237V00235V00233V
2818000183890216110802.90V03.30V03.40V03.00V02.80V02.50V01.60V04.00V05.30V07.10V07.90V09.40V010.3V011.4V011.4V011.1V09.90V07.20V06.00V06.20V06.10V05.40V05.30V05.40V
28180001868902161108075.0V071.0V069.0V071.0V072.0V074.0V080.0V070.0V062.0V056.0V048.0V043.0V039.0V036.0V036.0V039.0V045.0V056.0V061.0V062.0V069.0V076.0V077.0V077.0V
2818000187890216110800929V00929V00929V00930V00930V00931V00931V00932V00933V00934V00934V00934V00934V00934V00933V00933V00933V00934V00934V00934V00934V00934V00934V00934V
2818000188890216110801.00V01.00V01.00V01.00V01.00V01.00V02.00V00100V00281V00437V00549V00602V00595V00541V00412V00209V062.0V02.00V01.00V01.00V01.00V01.00V01.00V01.00V
2818000189890216110800.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V
2800500201380216110901.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V02.00V02.00V02.00V02.00V03.00V03.00V
2800500206480216110900.40V00.30V00.30V00.30V00.30V00.30V00.30V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.60V00.60V00.80V00.70V00.50V00.60V
2800500207080216110902.00V01.00V01.00V01.00V01.00V01.00V01.00V05.00V06.00V07.00V09.00V09.00V07.00V06.00V07.00V06.00V05.00V06.00V015.0V023.0V052.0V064.0V021.0V041.0V
28005002080802161109022.0V015.0V013.0V012.0V012.0V015.0V018.0V035.0V035.0V031.0V026.0V025.0V023.0V025.0V032.0V036.0V045.0V072.0V097.0V00101V00107V00102V090.0V089.0V
2800500210490216110903.00V010.0V010.0V012.0V010.0V010.0V07.00V012.0V012.0V012.0V010.0V07.00V02.00V07.00V08.00V011.0V010.0V016.0V023.0V025.0V030.0V033.0V029.0V026.0V
28005002140602161109044.0V051.0V058.0V063.0V063.0V063.0V062.0V048.0V048.0V051.0V056.0V058.0V063.0V064.0V058.0V062.0V059.0V038.0V013.0V07.00V03.00V01.00V05.00V01.00V
2800500281890216110902.10V03.00V03.00V03.20V03.80V03.80V03.80V01.80V02.20V02.40V02.70V02.70V03.80V03.50V03.90V03.70V02.60V01.50V01.20V01.10V01.20V01.00V01.50V01.20V
2800500282890216110900214V00202V00217V00222V00223V00226V00229V00208V00220V00210V00212V00201V00224V00231V00239V00250V00256V00226V00148V00117V098.0V088.0V048.0V00273V
2800500283890216110906.60V06.70V06.90V06.80V06.90V07.00V07.20V07.40V08.30V09.50V011.5V012.9V014.0V014.8V014.5V013.9V012.8V011.8V010.7V09.70V08.60V07.70V07.70V06.50V
28005002868902161109072.0V073.0V074.0V077.0V076.0V079.0V082.0V085.0V085.0V082.0V075.0V069.0V064.0V057.0V059.0V052.0V050.0V052.0V059.0V063.0V067.0V071.0V069.0V075.0V
2800500287890216110900955V00955V00955V00954V00954V00954V00953V00954V00955V00955V00955V00955V00955V00954V00955V00955V00955V00956V00956V00956V00957V00957V00957V00957V
2800500288890216110901.00V01.00V01.00V01.00V01.00V01.00V01.00V04.00V088.0V00150V00393V00474V00518V00292V00290V00114V036.0V01.00V01.00V01.00V01.00V01.00V01.00V01.00V
2800500289890216110900.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V
2800600407080216110901.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V03.00V03.00V05.00V02.00V02.00V01.00V01.00V01.00V01.00V01.00V011.0V010.0V047.0V057.0V054.0V045.0V
28006004080802161109015.0V012.0V07.00V05.00V05.00V07.00V011.0V013.0V014.0V011.0V015.0V06.00V06.00V06.00V06.00V07.00V011.0V022.0V060.0V064.0V075.0V075.0V069.0V070.0V
2800600410490216110904.00V015.0V015.0V07.00V09.00V016.0V012.0V08.00V07.00V010.0V013.0V02.00V04.00V06.00V03.00V08.00V013.0V014.0V015.0V023.0V024.0V029.0V020.0V031.0V
28006004140602161109044.0V045.0V053.0V061.0V062.0V060.0V056.0V053.0V052.0V057.0V056.0V075.0V077.0V078.0V078.0V078.0V074.0V057.0V017.0V09.00V03.00V01.00V01.00V01.00V
2800600420590216110900.20V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.20V00.30V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.40V00.60V02.70V01.90V06.10V06.60V04.60V
2800600430590216110900.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.10V00.20V00.10V00.10V00.10V00.20V00.40V00.50V00.50V00.80V00.70V00.50V
2800600431590216110900.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.80V01.80V02.10V01.20V01.70V04.00V04.30V03.00V
2800600442020216110906.30V06.30V06.30V06.20V06.10V06.10V06.10V06.10V06.30V06.20V06.10V06.00V06.00V06.00V06.00V06.00V06.10V06.30V06.50V06.50V07.30V07.30V07.10V07.10V
2800600444020216110900.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.40V00.40V00.30V00.10V
2800600481890216110901.90V02.60V02.70V02.90V03.10V03.00V03.60V04.30V04.30V04.30V03.10V04.30V04.50V04.10V04.50V03.40V02.30V01.10V00.50V00.50V00.40V00.30V00.30V00.70V
2800600482890216110900239V00245V00250V00248V00239V00223V00228V00240V00237V00253V00225V00273V00279V00282V00273V00271V00257V00262V00317V00256V050.0V00227V00201V00182V
2800600483890216110907.90V07.50V07.20V07.20V07.30V07.60V07.80V08.40V09.30V011.1V013.2V015.5V015.9V015.4V014.6V013.4V012.4V011.2V010.7V09.30V09.10V08.60V07.60V07.70V
28006004868902161109077.0V084.0V090.0V092.0V092.0V093.0V097.0V00100V099.0V090.0V077.0V057.0V055.0V055.0V058.0V060.0V061.0V068.0V071.0V078.0V080.0V080.0V085.0V086.0V
2800600487890216110900940V00940V00940V00939V00939V00939V00939V00939V00939V00940V00940V00940V00940V00940V00940V00940V00940V00941V00941V00941V00942V00942V00942V00943V
2800600488890216110904.00V04.00V04.00V04.00V04.00V04.00V04.00V011.0V056.0V00279V00423V00549V00562V00351V00233V089.0V012.0V04.00V04.00V04.00V04.00V04.00V04.00V04.00V
2800600489890216110900.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V
2800700407080216110901.00V01.00V01.00V01.00V02.00V01.00V01.00V01.00V03.00V03.00V03.00V02.00V03.00V03.00V02.00V02.00V02.00V01.00V01.00V02.00V02.00V02.00V01.00V02.00V
2800700408080216110909.00V05.00V05.00V03.00V04.00V07.00V013.0V020.0V020.0V018.0V017.0V014.0V015.0V014.0V013.0V014.0V021.0V026.0V021.0V035.0V036.0V029.0V022.0V033.0V
2800700409490216110901.00V03.00V09.00V05.00V04.00V04.00V07.00V09.00V02.00V04.00V07.00V04.00V01.00V03.00V03.00V05.00V02.00V04.00V04.00V03.00V07.00V05.00V05.00V06.00V
28007004140602161109048.0V058.0V060.0V062.0V062.0V059.0V054.0V046.0V045.0V049.0V050.0V055.0V054.0V055.0V056.0V062.0V066.0V058.0V063.0V045.0V044.0V047.0V048.0V034.0V
2800700481890216110902.80V03.10V03.60V03.80V03.70V03.80V04.20V04.20V04.10V04.40V03.20V04.00V04.20V03.50V04.00V03.40V04.00V03.30V04.10V02.50V02.30V02.00V00.80V00.60V
2800700482890216110900264V00260V00265V00262V00254V00255V00255V00257V00249V00260V00249V00256V00262V00267V00281V00301V00304V00295V00307V00302V00306V00315V00307V00253V
2800700483890216110906.10V06.20V05.90V05.80V06.00V06.10V06.50V06.80V07.00V08.00V09.30V011.2V012.0V012.5V012.4V012.6V011.4V010.3V09.60V08.70V08.50V08.30V07.60V07.10V
28007004868902161109075.0V076.0V081.0V085.0V085.0V092.0V096.0V00100V00100V00100V093.0V081.0V076.0V072.0V071.0V058.0V050.0V052.0V054.0V059.0V061.0V063.0V066.0V068.0V
2800700487890216110900944V00943V00943V00943V00942V00942V00942V00942V00943V00944V00945V00945V00944V00945V00944V00945V00944V00945V00944V00945V00945V00945V00946V00945V
2800700488890216110904.00V04.00V04.00V04.00V04.00V04.00V04.00V04.00V040.0V00159V00241V00447V00501V00341V00183V00124V011.0V04.00V04.00V04.00V04.00V04.00V04.00V04.00V
2800700489890216110900.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V
2800900107080216110901.00V01.00V01.00V01.00V01.00V01.00V01.00V04.00V05.00V05.00V05.00V03.00V02.00V02.00V02.00V02.00V01.00V01.00V01.00V01.00V01.00V02.00V01.00V01.00V
28009001080802161109029.0V027.0V010.0V07.00V06.00V09.00V017.0V024.0V021.0V015.0V013.0V010.0V07.00V08.00V09.00V013.0V023.0V037.0V023.0V018.0V012.0V09.00V07.00V013.0V
2800900109490216110901.00V01.00V04.00V05.00V05.00V03.00V04.00V04.00V02.00V01.00V01.00V01.00V01.00V01.00V01.00V02.00V04.00V05.00V05.00V03.00V01.00V01.00V02.00V01.00V
28009001140602161109033.0V027.0V048.0V057.0V058.0V056.0V048.0V040.0V044.0V048.0V054.0V066.0V074.0V074.0V072.0V067.0V058.0V048.0V057.0V060.0V063.0V062.0V062.0V049.0V
2800900181890216110901.60V01.70V01.50V01.60V01.90V01.90V01.50V01.90V02.80V02.70V01.80V01.40V02.00V01.70V02.40V01.60V00.50V00.80V02.20V02.10V02.10V02.40V01.80V00.10V
2800900182890216110900199V00182V00234V00228V00222V00210V00235V00188V00187V00190V00219V00317V00315V00289V00261V00241V00211V00162V093.0V079.0V055.0V035.0V034.0V00304V
2800900183890216110906.70V06.00V06.30V06.40V06.40V06.70V06.40V07.30V08.60V010.4V013.7V015.8V016.4V015.9V015.3V014.0V012.1V010.7V010.5V09.90V08.80V07.90V07.70V06.40V
28009001868902161109064.0V075.0V075.0V075.0V076.0V078.0V085.0V085.0V084.0V079.0V061.0V045.0V040.0V040.0V043.0V048.0V052.0V055.0V055.0V056.0V060.0V065.0V066.0V074.0V
2800900187890216110900937V00936V00936V00936V00936V00935V00935V00936V00936V00937V00937V00937V00937V00937V00937V00937V00937V00938V00938V00938V00939V00939V00939V00939V
2800900188890216110904.00V04.00V04.00V04.00V04.00V04.00V04.00V031.0V00137V00312V00404V00481V00518V00334V00348V00174V041.0V04.00V04.00V04.00V04.00V04.00V04.00V04.00V
2800900189890216110900.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V
2801300206480216110900.20V00.20V00.20V00.20V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.20V00.10V00.10V00.10V00.10V00.20V00.30V
2801300207080216110901.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V02.00V01.00V01.00V01.00V01.00V02.00V02.00V01.00V01.00V03.00V03.00V02.00V01.00V01.00V01.00V04.00V
2801300208080216110905.00V03.00V01.00V01.00V01.00V05.00V07.00V011.0V012.0V08.00V08.00V09.00V08.00V07.00V09.00V010.0V017.0V030.0V029.0V027.0V019.0V07.00V018.0V039.0V
2801300210490216110907.00V03.00V03.00V04.00V09.00V06.00V06.00V07.00V015.0V07.00V04.00V07.00V06.00V04.00V05.00V03.00V07.00V013.0V020.0V014.0V014.0V08.00V011.0V016.0V
28013002140602161109058.0V062.0V068.0V069.0V070.0V067.0V063.0V059.0V056.0V059.0V059.0V057.0V059.0V061.0V059.0V059.0V048.0V032.0V032.0V046.0V057.0V067.0V046.0V014.0V
2801300220590216110900.50V00.50V01.80V02.40V00.40V01.90V01.50V00.50V01.80V00.70V00.70V00.60V01.00V00.70V01.20V00.90V01.80V02.70V03.20V04.20V03.00V01.30V00.60V02.30V
2801300230590216110900.30V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.30V00.40V00.50V00.60V00.40V00.30V00.30V00.50V
2801300231590216110900.30V00.50V014.8V013.0V02.50V03.30V02.80V00.70V02.60V00.80V00.60V00.50V02.60V00.80V01.60V00.90V00.80V01.40V01.70V04.50V04.00V01.50V00.60V01.80V
2801300281890216110902.10V02.10V02.90V03.20V03.50V03.40V03.20V03.80V03.50V03.90V04.20V03.90V04.40V04.00V03.10V02.80V01.90V01.30V01.30V01.40V01.60V01.30V00.20V00.10V
2801300282890216110900215V00220V00222V00226V00230V00229V00224V00227V00240V00240V00238V00237V00245V00238V00242V00242V00234V00235V00235V00222V00228V00258V086.0V00115V
2801300283890216110907.70V07.80V07.80V07.50V07.90V08.20V08.60V08.80V09.10V09.70V010.2V011.0V011.5V013.0V013.4V013.1V012.4V012.0V011.4V010.8V09.90V09.20V08.20V06.90V
28013002868902161109064.0V066.0V067.0V073.0V072.0V074.0V080.0V090.0V093.0V093.0V091.0V086.0V083.0V075.0V072.0V070.0V072.0V073.0V071.0V057.0V057.0V059.0V065.0V073.0V
2801300287890216110900957V00957V00957V00957V00956V00956V00956V00957V00957V00958V00958V00958V00958V00957V00957V00957V00957V00958V00958V00958V00959V00959V00959V00959V
2801300288890216110904.00V04.00V04.00V04.00V04.00V04.00V04.00V04.00V041.0V077.0V00161V00178V00220V00394V00233V088.0V04.00V04.00V04.00V04.00V04.00V04.00V04.00V04.00V
2801300289890216110900.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V
2801400207080216110901.00V01.00V01.00V01.00V01.00V01.00V03.00V01.00V02.00V03.00V05.00V04.00V03.00V02.00V02.00V03.00V03.00V03.00V02.00V02.00V01.00V08.00V04.00V04.00V
2801400208080216110909.00V07.00V06.00V05.00V05.00V07.00V011.0V011.0V012.0V014.0V014.0V014.0V013.0V013.0V017.0V022.0V033.0V036.0V038.0V041.0V041.0V055.0V040.0V039.0V
2801400210490216110908.00V09.00V014.0V013.0V012.0V09.00V010.0V08.00V08.00V05.00V010.0V09.00V04.00V03.00V05.00V016.0V015.0V016.0V010.0V010.0V011.0V017.0V024.0V037.0V
28014002140602161109050.0V054.0V058.0V062.0V065.0V064.0V061.0V059.0V057.0V057.0V056.0V057.0V058.0V058.0V056.0V052.0V050.0V050.0V047.0V041.0V037.0V011.0V015.0V010.0V
2801400281890216110903.60V04.00V05.10V05.20V06.00V06.20V06.70V06.00V05.70V06.30V04.80V04.30V04.60V04.60V04.00V03.10V02.10V02.70V03.00V02.30V01.10V00.70V01.20V00.70V
2801400282890216110900195V00197V00207V00210V00220V00213V00220V00214V00220V00231V00229V00235V00211V00183V00217V00245V00279V00222V00198V00181V00169V00163V00172V00163V
2801400283890216110907.10V07.10V07.00V07.20V07.40V07.60V07.80V08.20V08.40V09.10V010.7V013.0V014.0V014.0V014.3V015.0V013.6V011.9V010.7V09.80V08.80V06.70V05.00V04.80V
28014002868902161109074.0V075.0V079.0V079.0V081.0V086.0V088.0V092.0V096.0V095.0V086.0V076.0V072.0V073.0V068.0V062.0V053.0V054.0V058.0V061.0V066.0V078.0V087.0V087.0V
2801400287890216110900952V00952V00952V00952V00951V00951V00951V00951V00952V00953V00953V00953V00952V00952V00952V00952V00952V00953V00953V00953V00954V00954V00954V00954V
2801400288890216110904.00V04.00V04.00V04.00V04.00V04.00V04.00V022.0V056.0V00116V00394V00532V00524V00377V00173V00155V025.0V04.00V04.00V04.00V04.00V04.00V04.00V04.00V
2801400289890216110900.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V
2801600101380216110901.00V01.00V01.00V01.00V01.00V01.00V01.00V02.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V
2801600106480216110900.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V
2801600107080216110901.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V02.00V02.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V01.00V
2801600108080216110907.00V07.00V08.00V09.00V08.00V05.00V05.00V05.00V06.00V07.00V09.00V05.00V03.00V03.00V04.00V04.00V05.00V04.00V03.00V03.00V03.00V04.00V03.00V03.00V
2801600109490216110901.00V05.00V07.00V07.00V08.00V04.00V02.00V08.00V07.00V06.00V02.00V03.00V01.00V01.00V02.00V02.00V06.00V05.00V010.0V06.00V05.00V04.00V04.00V04.00V
2801600110490216110905.00V010.0V010.0V010.0V06.00V07.00V04.00V07.00V09.00V013.0V010.0V03.00V03.00V02.00V03.00V06.00V013.0V010.0V010.0V07.00V010.0V09.00V05.00V011.0V
28016001140602161109063.0V062.0V051.0V046.0V047.0V057.0V051.0V054.0V054.0V058.0V062.0V080.0V084.0V085.0V082.0V084.0V082.0V078.0V079.0V081.0V076.0V072.0V073.0V074.0V
2801600120590216110900.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V
2801600130590216110900.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V
2801600131590216110900.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V
2801600142020216110906.10V06.10V06.10V06.10V06.00V06.00V06.10V05.90V05.90V05.90V05.90V05.80V05.80V05.80V05.80V05.80V05.80V05.80V05.80V05.80V05.80V05.80V05.80V05.80V
2801600144020216110900.50V00.50V00.50V00.50V00.50V00.40V00.50V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V
2801600181890216110901.00V00.50V01.10V01.10V01.00V03.30V04.30V04.60V05.70V02.60V01.80V03.50V04.90V04.20V03.70V03.00V03.20V04.00V04.70V07.10V05.10V06.90V05.70V04.60V
2801600182890216110900198V00326V00194V00169V014.0V00123V00169V00168V00173V00162V00113V00343V00180V027.0V016.0V00284V00331V00265V00191V00326V00199V029.0V062.0V00328V
2801600183890216110906.50V06.20V05.00V04.70V05.50V07.90V04.90V05.10V05.70V08.50V010.2V011.9V012.3V012.2V011.9V011.6V010.6V09.70V09.10V08.70V08.20V08.00V07.80V07.50V
28016001868902161109067.0V075.0V085.0V091.0V092.0V089.0V093.0V096.0V096.0V086.0V074.0V057.0V052.0V052.0V055.0V055.0V059.0V066.0V067.0V068.0V073.0V072.0V072.0V071.0V
2801600187890216110900904V00903V00903V00903V00902V00902V00902V00902V00903V00904V00905V00905V00904V00904V00905V00905V00905V00905V00905V00905V00906V00906V00906V00906V
2801600188890216110900.00V00.00V00.00V00.00V00.00V00.00V00.00V064.0V00167V00509V00169V00682V00634V00434V00267V00211V043.0V00.00V00.00V00.00V00.00V00.00V00.00V00.00V
2801600189890216110900.00V00.20V00.40V00.00V00.00V00.20V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V
2804500206480216110900.20V00.20V00.20V00.20V00.20V00.20V00.20V00.30V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.20V00.30V00.30V00.30V00.30V00.40V00.40V00.40V
2804500207080216110901.00V01.00V01.00V01.00V01.00V02.00V06.00V05.00V07.00V06.00V03.00V02.00V03.00V02.00V02.00V02.00V04.00V02.00V04.00V03.00V04.00V012.0V013.0V06.00V
28045002080802161109010.0V09.00V06.00V05.00V06.00V08.00V019.0V023.0V021.0V015.0V09.00V07.00V05.00V06.00V05.00V08.00V017.0V026.0V027.0V028.0V033.0V054.0V055.0V048.0V
28045002104902161109010.0V016.0V015.0V08.00V012.0V011.0V010.0V015.0V011.0V02.00V01.00V01.00V01.00V02.00V06.00V09.00V05.00V013.0V013.0V013.0V015.0V018.0V022.0V021.0V
28045002140602161109060.0V050.0V048.0V053.0V056.0V056.0V046.0V046.0V049.0V063.0V073.0V075.0V077.0V078.0V078.0V080.0V071.0V060.0V057.0V056.0V053.0V029.0V025.0V027.0V
2804500281890216110901.90V02.40V03.40V03.90V03.00V03.00V02.20V02.10V02.80V03.30V04.20V04.10V04.60V03.90V04.10V03.30V01.80V01.30V01.40V00.90V01.10V00.60V00.50V00.30V
2804500282890216110900214V00228V00229V00216V00216V00226V00162V00169V00164V00234V00289V00286V00278V00281V00282V00281V00316V00309V00318V00294V00242V059.0V00247V00147V
2804500283890216110906.30V05.10V04.40V04.10V04.30V04.60V04.90V05.80V08.20V011.8V012.7V013.3V013.5V013.0V012.4V011.3V010.7V09.80V08.70V08.20V08.00V07.30V07.30V06.80V
28045002868902161109067.0V077.0V088.0V092.0V092.0V090.0V091.0V091.0V086.0V062.0V050.0V048.0V048.0V050.0V052.0V053.0V054.0V058.0V062.0V062.0V062.0V066.0V067.0V070.0V
2804500287890216110900925V00924V00923V00923V00923V00922V00922V00923V00923V00924V00925V00925V00924V00924V00925V00925V00925V00925V00925V00925V00926V00926V00926V00926V
2804500288890216110901.00V01.00V01.00V01.00V01.00V01.00V02.00V027.0V00143V00381V00494V00568V00560V00360V00302V00154V044.0V02.00V01.00V01.00V01.00V01.00V01.00V01.00V
2804500289890216110900.00V00.00V00.20V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.20V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V
2804700201380216110902.00V02.00V02.00V02.00V02.00V03.00V03.00V03.00V03.00V02.00V03.00V03.00V02.00V02.00V03.00V03.00V02.00V03.00V03.00V02.00V02.00V02.00V02.00V02.00V
2804700207080216110903.00V03.00V03.00V03.00V03.00V04.00V06.00V012.0V012.0V06.00V07.00V09.00V08.00V09.00V07.00V06.00V07.00V08.00V07.00V06.00V06.00V04.00V04.00V03.00V
28047002080802161109018.0V014.0V09.00V08.00V07.00V010.0V019.0V034.0V030.0V014.0V016.0V020.0V020.0V022.0V021.0V021.0V025.0V030.0V028.0V026.0V020.0V019.0V013.0V010.0V
28047002094902161109010.0V06.00V06.00V05.00V04.00V03.00V01.00V03.00V07.00V01.00V02.00V02.00V05.00V04.00V06.00V04.00V03.00V04.00V05.00V04.00V06.00V06.00V06.00V02.00V
28047002140602161109053.0V054.0V049.0V047.0V053.0V052.0V049.0V038.0V043.0V059.0V060.0V057.0V058.0V061.0V063.0V068.0V062.0V057.0V057.0V056.0V060.0V060.0V062.0V066.0V
2804700220590216110900.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V01.20V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V
2804700230590216110900.70V00.50V00.30V00.40V00.30V00.50V00.70V00.70V01.70V00.50V00.30V00.40V00.70V00.50V00.40V00.50V00.40V00.50V00.70V00.50V00.50V00.30V00.40V00.10V
2804700231590216110900.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.50V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V00.10V
2804700242020216110905.30V05.30V05.30V05.40V05.30V05.30V05.30V05.30V05.30V05.20V05.20V05.20V05.20V05.20V05.20V05.20V05.20V05.20V05.20V05.20V05.20V05.20V05.20V05.20V
2804700244020216110900.50V00.50V00.50V00.50V00.50V00.50V00.50V00.50V00.50V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.40V00.50V00.50V00.40V00.40V00.40V
2804700281890216110901.10V01.50V01.90V01.70V01.80V01.50V02.00V02.00V01.80V03.30V05.70V03.20V03.10V03.80V02.90V03.40V04.30V04.20V03.40V03.40V03.50V02.90V03.00V03.00V
2804700282890216110900300V00234V00201V00159V00198V00142V00218V00215V00195V00291V00286V00268V00265V00285V00274V00288V00285V00306V00302V00294V00293V00290V00287V00297V
2804700283890216110906.50V06.40V05.40V05.30V06.00V07.00V08.60V09.40V011.1V012.0V011.8V011.7V012.2V011.6V010.7V010.3V09.20V08.40V08.10V07.90V07.70V07.40V07.00V06.60V
28047002868902161109066.0V074.0V089.0V00100V00100V00100V097.0V094.0V082.0V070.0V064.0V061.0V058.0V055.0V058.0V053.0V058.0V062.0V065.0V066.0V067.0V066.0V068.0V067.0V
2804700287890216110900916V00915V00914V00914V00914V00913V00914V00915V00916V00917V00917V00917V00918V00918V00918V00918V00917V00918V00918V00918V00918V00918V00918V00918V
2804700288890216110901.00V01.00V01.00V01.00V01.00V01.00V01.00V032.0V00205V00532V00436V00242V00334V00232V00184V00228V051.0V02.00V01.00V01.00V01.00V01.00V01.00V01.00V
2804700289890216110900.00V00.00V00.20V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V00.00V
2804900307080216110902.00V01.00V01.00V01.00V01.00V01.00V01.00V02.00V05.00V08.00V08.00V09.00V09.00V08.00V011.0V015.0V017.0V06.00V08.00V056.0V074.0V00117V00112V058.0V
28049003080802161109034.0V021.0V015.0V018.0V016.0V016.0V018.0V024.0V028.0V028.0V027.0V030.0V030.0V036.0V040.0V045.0V062.0V056.0V063.0V099.0V00101V096.0V091.0V077.0V
2804900310490216110908.00V08.00V06.00V012.0V08.00V011.0V09.00V07.00V010.0V07.00V010.0V06.00V08.00V010.0V07.00V09.00V09.00V012.0V020.0V020.0V041.0V037.0V034.0V031.0V
28049003140602161109024.0V035.0V048.0V047.0V049.0V054.0V051.0V045.0V040.0V040.0V041.0V040.0V043.0V039.0V036.0V040.0V030.0V034.0V026.0V04.00V01.00V01.00V01.00V01.00V
2804900381890216110902.50V02.40V03.00V02.80V03.10V04.70V05.30V05.30V04.70V04.10V03.80V02.70V02.70V02.10V01.60V01.10V00.90V01.80V01.60V00.60V00.30V00.30V00.30V00.30V
