05      05      05      00.20      05
05      10      06      00.10      10
05      15      05      00.05      20
05      20      06      00.01      50
10      05      06      00.10      20
10      10      05      00.20      50
10      15      06      00.01      05
10      20      05      00.05      10
15      05      06      00.05      50
15      10      05      00.01      20
15      15      06      00.20      10
15      20      05      00.10      05
20      05      05      00.01      10
20      10      06      00.05      05
20      15      05      00.10      50
20      20      06      00.20      20
05      25      05      00.20      05
05      30      06      00.10      10
05      35      05      00.05      20
05      40      06      00.01      50
10      25      06      00.10      20
10      30      05      00.20      50
10      35      06      00.01      05
10      40      05      00.05      10
15      25      06      00.05      50
15      30      05      00.01      20
15      35      06      00.20      10
15      40      05      00.10      05
20      25      05      00.01      10
20      30      06      00.05      05
20      35      05      00.10      50
20      40      06      00.20      20
