% nSim ->    4131
%      nExp        nIn        hLS      trFcn         lr        trC
       223          7         36          1       0.05       1000
       224          7         36          1       0.05       2000
       225          7         36          1       0.05       5000
       226          7         36          5       0.20       1000
       227          7         36          5       0.20       2000
       228          7         36          5       0.20       5000
       229          7         36          5       0.10       1000
       230          7         36          5       0.10       2000
       231          7         36          5       0.10       5000
       232          7         36          5       0.05       1000
       233          7         36          5       0.05       2000
       234          7         36          5       0.05       5000
       235          7         36          6       0.20       1000
       236          7         36          6       0.20       2000
       237          7         36          6       0.20       5000
       238          7         36          6       0.10       1000
       239          7         36          6       0.10       2000
       240          7         36          6       0.10       5000
       241          7         36          6       0.05       1000
       242          7         36          6       0.05       2000
       243          7         36          6       0.05       5000
       244          7         42          1       0.20       1000
       245          7         42          1       0.20       2000
       246          7         42          1       0.20       5000
       247          7         42          1       0.10       1000
       248          7         42          1       0.10       2000
       249          7         42          1       0.10       5000
       250          7         42          1       0.05       1000
       251          7         42          1       0.05       2000
       252          7         42          1       0.05       5000
       253          7         42          5       0.20       1000
       254          7         42          5       0.20       2000
       255          7         42          5       0.20       5000
       256          7         42          5       0.10       1000
       257          7         42          5       0.10       2000
       258          7         42          5       0.10       5000
       259          7         42          5       0.05       1000
       260          7         42          5       0.05       2000
       261          7         42          5       0.05       5000
       262          7         42          6       0.20       1000
       263          7         42          6       0.20       2000
       264          7         42          6       0.20       5000
       265          7         42          6       0.10       1000
       266          7         42          6       0.10       2000
       267          7         42          6       0.10       5000
       268          7         42          6       0.05       1000
       269          7         42          6       0.05       2000
       270          7         42          6       0.05       5000
       271          7         48          1       0.20       1000
       272          7         48          1       0.20       2000
       273          7         48          1       0.20       5000
       274          7         48          1       0.10       1000
       275          7         48          1       0.10       2000
       276          7         48          1       0.10       5000
       277          7         48          1       0.05       1000
       278          7         48          1       0.05       2000
       279          7         48          1       0.05       5000
       280          7         48          5       0.20       1000
       281          7         48          5       0.20       2000
       282          7         48          5       0.20       5000
       283          7         48          5       0.10       1000
       284          7         48          5       0.10       2000
       285          7         48          5       0.10       5000
       286          7         48          5       0.05       1000
       287          7         48          5       0.05       2000
       288          7         48          5       0.05       5000
       289          7         48          6       0.20       1000
       290          7         48          6       0.20       2000
       291          7         48          6       0.20       5000
       292          7         48          6       0.10       1000
       293          7         48          6       0.10       2000
       294          7         48          6       0.10       5000
       295          7         48          6       0.05       1000
       296          7         48          6       0.05       2000
       297          7         48          6       0.05       5000
       298          7         54          1       0.20       1000
       299          7         54          1       0.20       2000
       300          7         54          1       0.20       5000
       301          7         54          1       0.10       1000
       302          7         54          1       0.10       2000
       303          7         54          1       0.10       5000
       304          7         54          1       0.05       1000
       305          7         54          1       0.05       2000
       306          7         54          1       0.05       5000
       307          7         54          5       0.20       1000
       308          7         54          5       0.20       2000
       309          7         54          5       0.20       5000
       310          7         54          5       0.10       1000
       311          7         54          5       0.10       2000
       312          7         54          5       0.10       5000
       313          7         54          5       0.05       1000
       314          7         54          5       0.05       2000
       315          7         54          5       0.05       5000
       316          7         54          6       0.20       1000
       317          7         54          6       0.20       2000
       318          7         54          6       0.20       5000
       319          7         54          6       0.10       1000
       320          7         54          6       0.10       2000
       321          7         54          6       0.10       5000
       322          7         54          6       0.05       1000
       323          7         54          6       0.05       2000
       324          7         54          6       0.05       5000
       325          7         60          1       0.20       1000
       326          7         60          1       0.20       2000
       327          7         60          1       0.20       5000
       328          7         60          1       0.10       1000
       329          7         60          1       0.10       2000
       330          7         60          1       0.10       5000
       331          7         60          1       0.05       1000
       332          7         60          1       0.05       2000
       333          7         60          1       0.05       5000
       334          7         60          5       0.20       1000
       335          7         60          5       0.20       2000
       336          7         60          5       0.20       5000
       337          7         60          5       0.10       1000
       338          7         60          5       0.10       2000
       339          7         60          5       0.10       5000
       340          7         60          5       0.05       1000
       341          7         60          5       0.05       2000
       342          7         60          5       0.05       5000
       343          7         60          6       0.20       1000
       344          7         60          6       0.20       2000
       345          7         60          6       0.20       5000
       346          7         60          6       0.10       1000
       347          7         60          6       0.10       2000
       348          7         60          6       0.10       5000
       349          7         60          6       0.05       1000
       350          7         60          6       0.05       2000
       351          7         60          6       0.05       5000
       352          7         66          1       0.20       1000
       353          7         66          1       0.20       2000
       354          7         66          1       0.20       5000
       355          7         66          1       0.10       1000
       356          7         66          1       0.10       2000
       357          7         66          1       0.10       5000
       358          7         66          1       0.05       1000
       359          7         66          1       0.05       2000
       360          7         66          1       0.05       5000
       361          7         66          5       0.20       1000
       362          7         66          5       0.20       2000
       363          7         66          5       0.20       5000
       364          7         66          5       0.10       1000
       365          7         66          5       0.10       2000
       366          7         66          5       0.10       5000
       367          7         66          5       0.05       1000
       368          7         66          5       0.05       2000
       369          7         66          5       0.05       5000
       370          7         66          6       0.20       1000
       371          7         66          6       0.20       2000
       372          7         66          6       0.20       5000
       373          7         66          6       0.10       1000
       374          7         66          6       0.10       2000
       375          7         66          6       0.10       5000
       376          7         66          6       0.05       1000
       377          7         66          6       0.05       2000
       378          7         66          6       0.05       5000
       379          7         72          1       0.20       1000
       380          7         72          1       0.20       2000
       381          7         72          1       0.20       5000
       382          7         72          1       0.10       1000
       383          7         72          1       0.10       2000
       384          7         72          1       0.10       5000
       385          7         72          1       0.05       1000
       386          7         72          1       0.05       2000
       387          7         72          1       0.05       5000
       388          7         72          5       0.20       1000
       389          7         72          5       0.20       2000
       390          7         72          5       0.20       5000
       391          7         72          5       0.10       1000
       392          7         72          5       0.10       2000
       393          7         72          5       0.10       5000
       394          7         72          5       0.05       1000
       395          7         72          5       0.05       2000
       396          7         72          5       0.05       5000
       397          7         72          6       0.20       1000
       398          7         72          6       0.20       2000
       399          7         72          6       0.20       5000
       400          7         72          6       0.10       1000
       401          7         72          6       0.10       2000
       402          7         72          6       0.10       5000
       403          7         72          6       0.05       1000
       404          7         72          6       0.05       2000
       405          7         72          6       0.05       5000
       406          7         78          1       0.20       1000
       407          7         78          1       0.20       2000
       408          7         78          1       0.20       5000
       409          7         78          1       0.10       1000
       410          7         78          1       0.10       2000
       411          7         78          1       0.10       5000
       412          7         78          1       0.05       1000
       413          7         78          1       0.05       2000
       414          7         78          1       0.05       5000
       415          7         78          5       0.20       1000
       416          7         78          5       0.20       2000
       417          7         78          5       0.20       5000
       418          7         78          5       0.10       1000
       419          7         78          5       0.10       2000
       420          7         78          5       0.10       5000
       421          7         78          5       0.05       1000
       422          7         78          5       0.05       2000
       423          7         78          5       0.05       5000
       424          7         78          6       0.20       1000
       425          7         78          6       0.20       2000
       426          7         78          6       0.20       5000
       427          7         78          6       0.10       1000
       428          7         78          6       0.10       2000
       429          7         78          6       0.10       5000
       430          7         78          6       0.05       1000
       431          7         78          6       0.05       2000
       432          7         78          6       0.05       5000
       433          7         84          1       0.20       1000
       434          7         84          1       0.20       2000
       435          7         84          1       0.20       5000
       436          7         84          1       0.10       1000
       437          7         84          1       0.10       2000
       438          7         84          1       0.10       5000
       439          7         84          1       0.05       1000
       440          7         84          1       0.05       2000
       441          7         84          1       0.05       5000
       442          7         84          5       0.20       1000
       443          7         84          5       0.20       2000
       444          7         84          5       0.20       5000
       445          7         84          5       0.10       1000
       446          7         84          5       0.10       2000
       447          7         84          5       0.10       5000
       448          7         84          5       0.05       1000
       449          7         84          5       0.05       2000
       450          7         84          5       0.05       5000
       451          7         84          6       0.20       1000
       452          7         84          6       0.20       2000
       453          7         84          6       0.20       5000
       454          7         84          6       0.10       1000
       455          7         84          6       0.10       2000
       456          7         84          6       0.10       5000
       457          7         84          6       0.05       1000
       458          7         84          6       0.05       2000
       459          7         84          6       0.05       5000
       460         14          3          1       0.20       1000
       461         14          3          1       0.20       2000
       462         14          3          1       0.20       5000
       463         14          3          1       0.10       1000
       464         14          3          1       0.10       2000
       465         14          3          1       0.10       5000
       466         14          3          1       0.05       1000
       467         14          3          1       0.05       2000
       468         14          3          1       0.05       5000
       469         14          3          5       0.20       1000
       470         14          3          5       0.20       2000
       471         14          3          5       0.20       5000
       472         14          3          5       0.10       1000
       473         14          3          5       0.10       2000
       474         14          3          5       0.10       5000
       475         14          3          5       0.05       1000
       476         14          3          5       0.05       2000
       477         14          3          5       0.05       5000
       478         14          3          6       0.20       1000
       479         14          3          6       0.20       2000
       480         14          3          6       0.20       5000
       481         14          3          6       0.10       1000
       482         14          3          6       0.10       2000
       483         14          3          6       0.10       5000
       484         14          3          6       0.05       1000
       485         14          3          6       0.05       2000
       486         14          3          6       0.05       5000
       487         14          4          1       0.20       1000
       488         14          4          1       0.20       2000
       489         14          4          1       0.20       5000
       490         14          4          1       0.10       1000
       491         14          4          1       0.10       2000
       492         14          4          1       0.10       5000
       493         14          4          1       0.05       1000
       494         14          4          1       0.05       2000
       495         14          4          1       0.05       5000
       496         14          4          5       0.20       1000
       497         14          4          5       0.20       2000
       498         14          4          5       0.20       5000
       499         14          4          5       0.10       1000
       500         14          4          5       0.10       2000
       501         14          4          5       0.10       5000
       502         14          4          5       0.05       1000
       503         14          4          5       0.05       2000
       504         14          4          5       0.05       5000
       505         14          4          6       0.20       1000
       506         14          4          6       0.20       2000
       507         14          4          6       0.20       5000
       508         14          4          6       0.10       1000
       509         14          4          6       0.10       2000
       510         14          4          6       0.10       5000
       511         14          4          6       0.05       1000
       512         14          4          6       0.05       2000
       513         14          4          6       0.05       5000
       514         14          6          1       0.20       1000
       515         14          6          1       0.20       2000
       516         14          6          1       0.20       5000
       517         14          6          1       0.10       1000
       518         14          6          1       0.10       2000
       519         14          6          1       0.10       5000
       520         14          6          1       0.05       1000
       521         14          6          1       0.05       2000
       522         14          6          1       0.05       5000
       523         14          6          5       0.20       1000
       524         14          6          5       0.20       2000
       525         14          6          5       0.20       5000
       526         14          6          5       0.10       1000
       527         14          6          5       0.10       2000
       528         14          6          5       0.10       5000
       529         14          6          5       0.05       1000
       530         14          6          5       0.05       2000
       531         14          6          5       0.05       5000
       532         14          6          6       0.20       1000
       533         14          6          6       0.20       2000
       534         14          6          6       0.20       5000
       535         14          6          6       0.10       1000
       536         14          6          6       0.10       2000
       537         14          6          6       0.10       5000
       538         14          6          6       0.05       1000
       539         14          6          6       0.05       2000
       540         14          6          6       0.05       5000
       541         14          9          1       0.20       1000
       542         14          9          1       0.20       2000
       543         14          9          1       0.20       5000
       544         14          9          1       0.10       1000
       545         14          9          1       0.10       2000
       546         14          9          1       0.10       5000
       547         14          9          1       0.05       1000
       548         14          9          1       0.05       2000
       549         14          9          1       0.05       5000
       550         14          9          5       0.20       1000
       551         14          9          5       0.20       2000
       552         14          9          5       0.20       5000
       553         14          9          5       0.10       1000
       554         14          9          5       0.10       2000
       555         14          9          5       0.10       5000
       556         14          9          5       0.05       1000
       557         14          9          5       0.05       2000
       558         14          9          5       0.05       5000
       559         14          9          6       0.20       1000
       560         14          9          6       0.20       2000
       561         14          9          6       0.20       5000
       562         14          9          6       0.10       1000
       563         14          9          6       0.10       2000
       564         14          9          6       0.10       5000
       565         14          9          6       0.05       1000
       566         14          9          6       0.05       2000
       567         14          9          6       0.05       5000
       568         14         12          1       0.20       1000
       569         14         12          1       0.20       2000
       570         14         12          1       0.20       5000
       571         14         12          1       0.10       1000
       572         14         12          1       0.10       2000
       573         14         12          1       0.10       5000
       574         14         12          1       0.05       1000
       575         14         12          1       0.05       2000
       576         14         12          1       0.05       5000
       577         14         12          5       0.20       1000
       578         14         12          5       0.20       2000
       579         14         12          5       0.20       5000
       580         14         12          5       0.10       1000
       581         14         12          5       0.10       2000
       582         14         12          5       0.10       5000
       583         14         12          5       0.05       1000
       584         14         12          5       0.05       2000
       585         14         12          5       0.05       5000
       586         14         12          6       0.20       1000
       587         14         12          6       0.20       2000
       588         14         12          6       0.20       5000
       589         14         12          6       0.10       1000
       590         14         12          6       0.10       2000
       591         14         12          6       0.10       5000
       592         14         12          6       0.05       1000
       593         14         12          6       0.05       2000
       594         14         12          6       0.05       5000
       595         14         18          1       0.20       1000
       596         14         18          1       0.20       2000
       597         14         18          1       0.20       5000
       598         14         18          1       0.10       1000
       599         14         18          1       0.10       2000
       600         14         18          1       0.10       5000
       601         14         18          1       0.05       1000
       602         14         18          1       0.05       2000
       603         14         18          1       0.05       5000
       604         14         18          5       0.20       1000
       605         14         18          5       0.20       2000
       606         14         18          5       0.20       5000
       607         14         18          5       0.10       1000
       608         14         18          5       0.10       2000
       609         14         18          5       0.10       5000
       610         14         18          5       0.05       1000
       611         14         18          5       0.05       2000
       612         14         18          5       0.05       5000
       613         14         18          6       0.20       1000
       614         14         18          6       0.20       2000
       615         14         18          6       0.20       5000
       616         14         18          6       0.10       1000
       617         14         18          6       0.10       2000
       618         14         18          6       0.10       5000
       619         14         18          6       0.05       1000
       620         14         18          6       0.05       2000
       621         14         18          6       0.05       5000
       622         14         24          1       0.20       1000
       623         14         24          1       0.20       2000
       624         14         24          1       0.20       5000
       625         14         24          1       0.10       1000
       626         14         24          1       0.10       2000
       627         14         24          1       0.10       5000
       628         14         24          1       0.05       1000
       629         14         24          1       0.05       2000
       630         14         24          1       0.05       5000
       631         14         24          5       0.20       1000
       632         14         24          5       0.20       2000
       633         14         24          5       0.20       5000
       634         14         24          5       0.10       1000
       635         14         24          5       0.10       2000
       636         14         24          5       0.10       5000
       637         14         24          5       0.05       1000
       638         14         24          5       0.05       2000
       639         14         24          5       0.05       5000
       640         14         24          6       0.20       1000
       641         14         24          6       0.20       2000
       642         14         24          6       0.20       5000
       643         14         24          6       0.10       1000
       644         14         24          6       0.10       2000
       645         14         24          6       0.10       5000
       646         14         24          6       0.05       1000
       647         14         24          6       0.05       2000
       648         14         24          6       0.05       5000
       649         14         30          1       0.20       1000
       650         14         30          1       0.20       2000
       651         14         30          1       0.20       5000
       652         14         30          1       0.10       1000
       653         14         30          1       0.10       2000
       654         14         30          1       0.10       5000
       655         14         30          1       0.05       1000
       656         14         30          1       0.05       2000
       657         14         30          1       0.05       5000
       658         14         30          5       0.20       1000
       659         14         30          5       0.20       2000
       660         14         30          5       0.20       5000
       661         14         30          5       0.10       1000
       662         14         30          5       0.10       2000
       663         14         30          5       0.10       5000
       664         14         30          5       0.05       1000
       665         14         30          5       0.05       2000
       666         14         30          5       0.05       5000
       667         14         30          6       0.20       1000
       668         14         30          6       0.20       2000
       669         14         30          6       0.20       5000
       670         14         30          6       0.10       1000
       671         14         30          6       0.10       2000
       672         14         30          6       0.10       5000
       673         14         30          6       0.05       1000
       674         14         30          6       0.05       2000
       675         14         30          6       0.05       5000
       676         14         36          1       0.20       1000
       677         14         36          1       0.20       2000
       678         14         36          1       0.20       5000
       679         14         36          1       0.10       1000
       680         14         36          1       0.10       2000
       681         14         36          1       0.10       5000
       682         14         36          1       0.05       1000
