% nSim ->     816
%      nExp        nIn        hLS      trFcn         lr        trC
         1          5          3          5       0.20       1000
         2          5          3          6       0.10       2000
         3         10          5          6       0.05       1000
         4         10         10          5       0.01       2000
         5         15         10          6       0.20       1000
         6         15         20          5       0.10       2000
         7         20         10          5       0.05       1000
         8         20         20          6       0.01       2000
