439;16;439
440;26;440
441;8;441
442;8;442
443;-10;443
444;-10;444
445;11;445
446;0;446
447;-1;447
448;10;448
449;11;449
450;76;450
451;55;451
452;-65;452
453;-38;453
454;10;454
455;19;455
456;-23;456
457;6;457
458;-26;458
459;-27;459
460;-12;460
461;0;461
462;-7;462
463;10;463
464;64;464
465;-34;465
466;22;466
467;20;467
468;6;468
469;-1;469
470;-72;470
471;-28;471
472;2;472
473;12;473
474;64;474
475;81;475
476;2;476
477;-41;477
478;90;478
479;-36;479
480;-93;480
481;-12;481
482;-40;482
483;-2;483
484;-4;484
485;6;485
486;-2;486
487;9;487
488;75;488
489;45;489
490;-3;490
491;6;491
492;7;492
493;-39;493
494;-60;494
495;-20;495
496;-11;496
497;2;497
498;35;498
499;82;499
500;108;500
501;-22;501
502;-15;502
503;2;503
504;-114;504
505;-20;505
506;-12;506
507;-47;507
508;-8;508
509;1;509
510;-7;510
511;19;511
512;-3;512
513;38;513
514;-6;514
515;15;515
516;9;516
517;9;517
518;-37;518
519;25;519
520;0;520
521;-26;521
522;46;1
523;87;2
524;93;3
525;-46;4
526;-64;5
527;-48;6
528;-49;7
529;-25;8
530;-7;9
531;2;10
532;-11;11
533;-20;12
534;6;13
535;-1;14
536;17;15
537;21;16
538;9;17
539;-6;18
540;-6;19
541;-20;20
542;-16;21
543;-5;22
544;3;23
545;14;24
546;17;25
547;43;26
548;52;27
549;-28;28
550;-65;29
551;16;30
552;-23;31
553;-5;32
554;-15;33
555;-15;34
556;-12;35
557;-6;36
558;0;37
559;1;38
560;1;39
561;6;40
562;11;41
563;4;42
564;15;43
565;-7;44
566;-19;45
567;-5;46
568;-3;47
569;12;48
570;62;49
571;57;50
572;-42;51
573;-23;52
574;8;53
575;-25;54
576;-21;55
577;-2;56
578;8;57
579;4;58
580;-11;59
581;-17;60
582;-2;61
583;-7;62
584;-5;63
585;4;64
586;-5;65
587;0;66
588;-3;67
589;3;68
590;6;69
591;10;70
592;1;71
593;-10;72
594;25;73
595;41;74
596;15;75
597;28;76
598;-60;77
599;-7;78
600;-5;79
601;-15;80
602;-10;81
603;-11;82
604;-5;83
605;-2;84
606;-2;85
607;2;86
608;3;87
609;4;88
610;3;89
611;6;90
612;5;91
613;18;92
614;4;93
615;9;94
616;-2;95
617;19;96
618;35;97
619;7;98
620;23;99
621;29;100
622;-87;101
623;-27;102
624;-3;103
625;-11;104
626;0;105
627;-12;106
628;-11;107
629;-4;108
630;-2;109
631;11;110
632;12;111
633;18;112
634;25;1
635;-3;2
636;13;3
637;-2;4
638;-17;5
639;-4;6
640;-11;7
641;13;8
642;63;9
643;91;10
644;26;11
645;-134;12
646;-21;13
647;-22;14
648;-5;15
649;-13;16
650;-11;17
651;-9;18
652;-7;19
653;-5;20
654;0;21
655;3;22
656;2;23
657;19;24
658;15;25
659;13;26
660;14;27
661;-15;28
662;10;29
663;-13;30
664;-14;31
665;-5;32
666;18;33
667;71;34
668;45;35
669;-5;36
670;-61;37
671;-3;38
672;-57;39
673;-16;40
674;-7;41
675;-11;42
676;-5;43
677;-7;44
678;2;45
679;8;46
680;18;47
681;2;48
682;11;49
683;-7;50
684;10;51
685;-9;52
686;10;53
687;33;54
688;-1;55
689;19;56
690;59;57
691;-19;58
692;56;59
693;-51;60
694;-78;61
695;-19;62
696;-9;63
697;-9;64
698;-12;65
699;-5;66
700;0;67
701;0;68
702;0;69
703;7;70
704;14;71
705;7;72
706;-4;73
707;11;74
708;8;75
709;4;76
710;-7;77
711;2;78
712;-13;79
713;3;80
714;38;81
715;0;82
716;14;83
717;-22;84
718;-16;85
719;-10;86
720;-11;87
721;-7;88
722;-8;89
723;-3;90
724;-6;91
725;-2;92
726;-4;93
727;1;94
728;3;95
729;-4;96
730;-2;97
731;-3;98
732;-2;99
733;-3;100
734;3;101
735;3;102
736;-5;103
737;12;104
738;19;105
739;7;106
740;5;107
741;1;108
742;-3;109
743;-16;110
744;-3;111
