1;-1;1
2;-7;2
3;-6;3
4;-1;4
5;0;5
6;2;6
7;20;7
8;38;8
9;19;9
10;-1;10
11;-23;11
12;11;12
13;-1;13
14;-10;14
15;1;15
16;7;16
17;28;17
18;8;18
19;7;19
20;-4;20
21;-12;21
22;5;22
23;1;23
24;-11;24
25;-2;25
26;-28;26
27;-7;27
28;-8;28
29;5;29
30;-9;30
31;21;31
32;40;32
33;16;33
34;-10;34
35;-30;35
36;2;36
37;-7;37
38;-6;38
39;-11;39
40;4;40
41;2;41
42;19;42
43;65;43
44;35;44
45;44;45
46;11;46
47;-84;47
48;-40;48
49;-32;49
50;-11;50
51;-9;51
52;-1;52
53;0;53
54;2;54
55;-20;55
56;11;56
57;5;57
58;-2;58
59;14;59
60;0;60
61;-14;61
62;-7;62
63;-6;63
64;-5;64
65;12;65
66;29;66
67;12;67
68;8;68
69;-34;69
70;-14;70
71;-8;71
72;-7;72
73;-10;73
74;-6;74
75;-8;75
76;-4;76
77;3;77
78;-2;78
79;9;79
80;-2;80
81;4;81
82;9;82
83;5;83
84;-1;84
85;10;85
86;3;86
87;15;87
88;-7;88
89;-4;89
90;7;90
91;5;91
92;1;92
93;10;93
94;-10;94
95;-10;95
96;6;96
97;-15;97
98;-19;98
99;-12;99
100;2;100
101;-6;101
102;3;102
103;37;103
104;25;104
105;7;105
106;-1;106
107;-19;107
108;-5;108
109;3;109
110;-4;110
111;-3;111
112;-1;112
113;15;113
114;14;114
115;-3;115
116;2;116
117;-22;117
118;10;118
119;-14;119
120;-10;120
121;0;121
122;-16;122
123;1;123
124;-3;124
125;-1;125
126;-2;126
127;-1;127
128;6;128
129;6;129
130;8;130
131;-2;131
132;-12;132
133;6;133
134;1;134
135;0;135
136;7;136
137;17;137
138;29;138
139;44;139
140;4;140
141;-2;141
142;-47;142
143;2;143
144;-29;144
145;-3;145
146;-16;146
147;-3;147
148;-11;148
149;0;149
150;-1;150
151;12;151
152;29;152
153;0;153
154;9;154
155;-4;155
156;13;156
157;-16;157
158;-13;158
159;-2;159
160;-8;160
161;13;161
162;14;162
163;35;163
164;63;164
165;-49;165
166;-12;166
167;2;167
168;-17;168
169;-19;169
170;-20;170
171;1;171
172;-5;172
173;-11;173
174;1;174
175;3;175
176;-5;176
177;0;177
178;1;178
179;8;179
180;10;180
181;-25;181
182;-2;182
183;-5;183
184;3;184
185;6;185
186;36;186
187;33;187
188;60;188
189;-42;189
190;-18;190
191;-6;191
192;-18;192
193;-10;193
194;-15;194
195;2;195
196;-2;196
197;-1;197
198;-3;198
199;-1;199
200;15;200
201;13;201
202;0;202
203;3;203
204;4;204
205;-16;205
206;-21;206
207;0;207
208;3;208
209;15;209
210;29;210
211;3;211
212;11;212
213;16;213
214;-5;214
215;-13;215
216;-9;216
217;1;217
218;-20;218
219;-3;219
220;-20;220
221;-10;221
222;3;222
223;26;223
224;8;224
225;-8;225
226;-1;226
227;-10;227
228;-11;228
229;-10;229
230;-14;230
231;-3;231
232;0;232
233;-1;233
234;33;234
235;44;235
236;43;236
237;-33;237
238;-13;238
239;21;239
240;-33;240
241;-13;241
242;-12;242
243;-17;243
244;1;244
245;-13;245
246;2;246
247;2;247
248;-2;248
249;-7;249
250;9;250
251;-1;251
252;7;252
253;-13;253
254;6;254
255;-4;255
256;8;256
257;7;257
258;28;258
259;21;259
260;-14;260
261;-17;261
262;-3;262
263;5;263
264;1;264
265;-10;265
266;-1;266
267;-11;267
268;-12;268
269;-4;269
270;2;270
271;5;271
272;20;272
273;15;273
274;9;274
275;-1;275
276;0;276
277;3;277
278;7;278
279;10;279
280;1;280
281;-6;281
282;1;282
283;9;283
284;-9;284
285;-10;285
286;-13;286
287;0;287
288;11;288
289;5;289
290;6;290
291;-8;291
292;2;292
293;-13;293
294;-13;294
295;9;295
296;-2;296
297;4;297
298;18;298
299;17;299
300;-7;300
301;-7;301
302;-19;302
303;1;303
304;3;304
305;-1;305
306;24;306
307;24;307
308;64;308
309;-31;309
310;-26;310
311;-42;311
312;-23;312
313;6;313
314;9;314
315;-9;315
316;-25;316
317;-12;317
318;-2;318
319;10;319
320;16;320
321;5;321
322;-3;322
323;-18;323
324;-12;324
325;9;325
326;1;326
327;3;327
328;11;328
329;4;329
330;7;330
331;24;331
332;5;332
333;-6;333
334;-26;334
335;-2;335
336;-20;336
337;-8;337
338;-4;338
339;-13;339
340;-9;340
341;-2;341
342;10;342
343;27;343
344;38;344
345;7;345
346;-1;346
347;5;347
348;-14;348
349;-7;349
350;-26;350
351;3;351
352;0;352
353;6;353
354;20;354
355;2;355
356;12;356
357;-22;357
358;7;358
359;0;359
360;-12;360
361;-26;361
362;-3;362
363;-5;363
364;-5;364
365;-6;365
366;-2;366
367;17;367
368;29;368
369;10;369
370;2;370
371;-5;371
372;6;372
373;3;373
374;-7;374
375;5;375
376;6;376
377;-5;377
378;18;378
379;-1;379
380;2;380
381;-25;381
382;-8;382
383;-9;383
384;-11;384
385;-18;385
386;-3;386
387;-4;387
388;-1;388
389;-6;389
390;1;390
391;6;391
392;3;392
393;1;393
394;7;394
395;6;395
396;0;396
397;-2;397
398;0;398
399;4;399
400;-4;400
401;-1;401
402;6;402
403;16;403
404;2;404
405;4;405
406;8;406
407;-16;407
408;-17;408
409;-4;409
410;-7;410
411;-3;411
412;1;412
413;-5;413
414;-6;414
415;2;415
416;3;416
417;5;417
418;2;418
419;0;419
420;1;420
421;1;421
422;4;422
423;2;423
424;-6;424
425;5;425
426;16;426
427;9;427
428;1;428
429;-10;429
430;-4;430
431;-13;431
432;-10;432
433;-8;433
434;-9;434
435;-2;435
436;-2;436
437;-1;437
438;4;438
