00000047 08 08 04 12 01 01 00060 V
00000047 08 08 04 12 01 02 00027 V
00000047 08 08 04 12 01 03 00078 V
00000047 08 08 04 12 01 04 00088 V
00000047 08 08 04 12 01 05 00093 V
00000047 08 08 04 12 01 06 00066 V
00000047 08 08 04 12 01 07 00073 V
00000047 08 08 04 12 01 08 00073 V
00000047 08 08 04 12 01 09 00086 V
00000047 08 08 04 12 01 10 00078 V
00000047 08 08 04 12 01 11 00087 V
00000047 08 08 04 12 01 12 00083 V
00000047 08 08 04 12 01 13 00094 V
00000047 08 08 04 12 01 14 00075 V
00000047 08 08 04 12 01 15 00069 V
00000047 08 08 04 12 01 16 00047 V
00000047 08 08 04 12 01 17 00054 V
00000047 08 08 04 12 01 18 00078 V
00000047 08 08 04 12 01 19 00088 V
00000047 08 08 04 12 01 20 00069 V
00000047 08 08 04 12 01 21 00062 V
00000047 08 08 04 12 01 22 00061 V
00000047 08 08 04 12 01 23 00056 V
00000047 08 08 04 12 01 24 00063 V
00000047 08 08 04 12 01 25 00081 V
00000047 08 08 04 12 01 26 00080 V
00000047 08 08 04 12 01 27 00056 V
00000047 08 08 04 12 01 28 00031 V
00000047 08 08 04 12 01 29 00040 V
00000047 08 08 04 12 01 30 00065 V
00000047 08 08 04 12 01 31 00071 V
00000047 08 08 04 12 02 01 00070 V
00000047 08 08 04 12 02 02 00034 V
00000047 08 08 04 12 02 03 00030 V
00000047 08 08 04 12 02 04 00023 V
00000047 08 08 04 12 02 05 00037 V
00000047 08 08 04 12 02 06 00052 V
00000047 08 08 04 12 02 07 00041 V
00000047 08 08 04 12 02 08 00042 V
00000047 08 08 04 12 02 09 00055 V
00000047 08 08 04 12 02 10 00063 V
00000047 08 08 04 12 02 11 00040 V
00000047 08 08 04 12 02 12 00044 V
00000047 08 08 04 12 02 13 00043 V
00000047 08 08 04 12 02 14 00055 V
00000047 08 08 04 12 02 15 00056 V
00000047 08 08 04 12 02 16 00054 V
00000047 08 08 04 12 02 17 00050 V
00000047 08 08 04 12 02 18 00058 V
00000047 08 08 04 12 02 19 00048 V
00000047 08 08 04 12 02 20 00047 V
00000047 08 08 04 12 02 21 00077 V
00000047 08 08 04 12 02 22 00081 V
00000047 08 08 04 12 02 23 00088 V
00000047 08 08 04 12 02 24 00083 V
00000047 08 08 04 12 02 25 00069 V
00000047 08 08 04 12 02 26 00063 V
00000047 08 08 04 12 02 27 00056 V
00000047 08 08 04 12 02 28 00072 V
00000047 08 08 04 12 02 29 00067 V
00000047 08 08 04 12 03 01 00060 V
00000047 08 08 04 12 03 02 00052 V
00000047 08 08 04 12 03 03 00031 V
00000047 08 08 04 12 03 04 00027 V
00000047 08 08 04 12 03 05 00033 V
