 28 079 059 08 08 02 12 01 01 00059 00055 00045 00042 00041 00038 00035 00033 00030 00032 00028 00034 00042 00033 00027 00033 00030 00030 00048 00056 00060 00052 00042 00046
 28 079 059 08 08 02 12 01 02 00014 00007 00006 00005 00005 00004 00008 00018 00026 00036 00033 00019 00012 00011 00009 00010 00010 00019 00023 00023 00027 00039 00045 00049
 28 079 059 08 08 02 12 01 03 00055 00060 00052 00047 00042 00041 00044 00058 00069 00059 00042 00040 00042 00052 00057 00061 00064 00062 00067 00081 00091 00095 00089 00065
 28 079 059 08 08 02 12 01 04 00039 00029 00015 00013 00009 00017 00025 00065 00088 00130 00099 00070 00078 00092 00094 00085 00066 00062 00080 00107 00127 00138 00111 00098
 28 079 059 08 08 02 12 01 05 00124 00125 00129 00127 00103 00079 00068 00073 00066 00072 00060 00062 00070 00079 00082 00087 00073 00062 00067 00066 00067 00068 00086 00073
 28 079 059 08 08 02 12 01 06 00073 00070 00064 00060 00065 00063 00048 00048 00051 00057 00072 00041 00011 00011 00008 00010 00007 00007 00013 00020 00015 00018 00019 00010
 28 079 059 08 08 02 12 01 07 00013 00013 00037 00045 00029 00025 00027 00032 00036 00036 00051 00038 00021 00024 00018 00017 00015 00021 00044 00043 00054 00058 00054 00048
 28 079 059 08 08 02 12 01 08 00045 00034 00015 00012 00012 00014 00015 00018 00027 00019 00029 00026 00016 00011 00027 00038 00048 00061 00076 00090 00086 00063 00050 00045
 28 079 059 08 08 02 12 01 09 00045 00032 00016 00009 00010 00011 00015 00056 00056 00069 00061 00032 00019 00017 00018 00019 00026 00048 00074 00095 00108 00096 00056 00031
 28 079 059 08 08 02 12 01 10 00016 00016 00011 00010 00010 00010 00014 00024 00041 00036 00019 00016 00026 00018 00021 00023 00023 00042 00061 00068 00070 00072 00038 00026
 28 079 059 08 08 02 12 01 11 00016 00011 00008 00006 00005 00009 00016 00023 00030 00037 00021 00018 00025 00033 00021 00021 00017 00024 00064 00067 00072 00070 00056 00059
 28 079 059 08 08 02 12 01 12 00049 00024 00015 00009 00016 00025 00030 00039 00058 00070 00044 00029 00024 00027 00036 00047 00055 00060 00067 00081 00086 00081 00069 00061
 28 079 059 08 08 02 12 01 13 00053 00051 00042 00039 00036 00032 00029 00039 00058 00052 00039 00029 00030 00042 00046 00050 00062 00062 00076 00075 00067 00066 00070 00074
 28 079 059 08 08 02 12 01 14 00091 00125 00088 00073 00045 00045 00047 00043 00047 00048 00046 00052 00048 00050 00056 00047 00037 00039 00053 00057 00063 00063 00061 00058
 28 079 059 08 08 02 12 01 15 00082 00077 00057 00046 00038 00038 00038 00035 00041 00041 00036 00030 00033 00029 00037 00048 00048 00043 00041 00044 00040 00032 00028 00027
 28 079 059 08 08 02 12 01 16 00022 00014 00013 00015 00021 00020 00030 00040 00052 00068 00055 00022 00014 00013 00008 00010 00008 00014 00015 00011 00011 00014 00000 00000
 28 079 059 08 08 02 12 01 17 00014 00011 00002 00002 00003 00006 00016 00035 00050 00055 00021 00014 00014 00006 00005 00006 00008 00019 00046 00053 00036 00028 00033 00031
 28 079 059 08 08 02 12 01 18 00021 00015 00011 00012 00009 00010 00013 00029 00044 00041 00023 00021 00026 00041 00049 00059 00061 00067 00081 00119 00114 00098 00105 00095
 28 079 059 08 08 02 12 01 19 00073 00042 00038 00029 00030 00030 00032 00036 00040 00040 00031 00021 00021 00029 00054 00062 00062 00068 00074 00075 00071 00075 00090 00089
 28 079 059 08 08 02 12 01 20 00078 00050 00048 00042 00036 00035 00041 00069 00077 00081 00098 00076 00058 00029 00020 00017 00012 00023 00029 00029 00031 00019 00020 00024
 28 079 059 08 08 02 12 01 21 00026 00007 00012 00013 00010 00021 00029 00034 00042 00062 00045 00024 00015 00014 00015 00011 00007 00010 00031 00029 00030 00023 00020 00022
 28 079 059 08 08 02 12 01 22 00028 00023 00025 00030 00027 00032 00019 00016 00016 00020 00016 00016 00020 00014 00021 00037 00046 00051 00060 00076 00076 00068 00055 00041
 28 079 059 08 08 02 12 01 23 00027 00023 00022 00011 00009 00010 00019 00024 00034 00037 00020 00020 00019 00011 00020 00018 00016 00022 00058 00050 00032 00022 00018 00014
 28 079 059 08 08 02 12 01 24 00010 00009 00010 00009 00010 00013 00016 00034 00047 00032 00018 00015 00014 00008 00005 00006 00007 00015 00056 00113 00122 00125 00108 00064
 28 079 059 08 08 02 12 01 25 00029 00014 00009 00008 00007 00008 00014 00036 00042 00034 00035 00039 00054 00064 00054 00039 00043 00052 00067 00078 00100 00095 00099 00066
 28 079 059 08 08 02 12 01 26 00060 00050 00040 00035 00030 00029 00026 00035 00040 00042 00049 00032 00032 00039 00031 00038 00047 00056 00059 00075 00106 00092 00075 00064
 28 079 059 08 08 02 12 01 27 00054 00044 00036 00038 00031 00032 00034 00039 00046 00038 00042 00021 00013 00011 00014 00020 00013 00014 00012 00010 00011 00013 00021 00021
 28 079 059 08 08 02 12 01 28 00014 00008 00006 00005 00009 00024 00015 00012 00009 00009 00011 00013 00004 00003 00004 00005 00008 00006 00005 00010 00011 00015 00016 00010
 28 079 059 08 08 02 12 01 29 00004 00002 00002 00002 00002 00005 00006 00004 00004 00004 00003 00003 00002 00003 00003 00002 00002 00003 00005 00010 00008 00010 00008 00005
