 28 079 056 08 08 02 12 01 01 01 00084 V
 28 079 056 08 08 02 12 01 01 02 00083 V
 28 079 056 08 08 02 12 01 01 03 00090 V
 28 079 056 08 08 02 12 01 01 04 00093 V
 28 079 056 08 08 02 12 01 01 05 00083 V
 28 079 056 08 08 02 12 01 01 06 00083 V
 28 079 056 08 08 02 12 01 01 07 00069 V
 28 079 056 08 08 02 12 01 01 08 00070 V
 28 079 056 08 08 02 12 01 01 09 00061 V
 28 079 056 08 08 02 12 01 01 10 00061 V
 28 079 056 08 08 02 12 01 01 11 00068 V
 28 079 056 08 08 02 12 01 01 12 00070 V
 28 079 056 08 08 02 12 01 01 13 00059 V
 28 079 056 08 08 02 12 01 01 14 00058 V
 28 079 056 08 08 02 12 01 01 15 00049 V
 28 079 056 08 08 02 12 01 01 16 00047 V
 28 079 056 08 08 02 12 01 01 17 00033 V
 28 079 056 08 08 02 12 01 01 18 00055 V
 28 079 056 08 08 02 12 01 01 19 00086 V
 28 079 056 08 08 02 12 01 01 20 00116 V
 28 079 056 08 08 02 12 01 01 21 00135 V
 28 079 056 08 08 02 12 01 01 22 00119 V
 28 079 056 08 08 02 12 01 01 23 00085 V
 28 079 056 08 08 02 12 01 01 24 00061 V
 28 079 056 08 08 02 12 01 02 01 00025 V
 28 079 056 08 08 02 12 01 02 02 00013 V
 28 079 056 08 08 02 12 01 02 03 00009 V
 28 079 056 08 08 02 12 01 02 04 00008 V
 28 079 056 08 08 02 12 01 02 05 00007 V
 28 079 056 08 08 02 12 01 02 06 00008 V
 28 079 056 08 08 02 12 01 02 07 00016 V
 28 079 056 08 08 02 12 01 02 08 00024 V
 28 079 056 08 08 02 12 01 02 09 00025 V
 28 079 056 08 08 02 12 01 02 10 00034 V
 28 079 056 08 08 02 12 01 02 11 00046 V
 28 079 056 08 08 02 12 01 02 12 00032 V
 28 079 056 08 08 02 12 01 02 13 00025 V
 28 079 056 08 08 02 12 01 02 14 00024 V
 28 079 056 08 08 02 12 01 02 15 00026 V
 28 079 056 08 08 02 12 01 02 16 00027 V
 28 079 056 08 08 02 12 01 02 17 00025 V
 28 079 056 08 08 02 12 01 02 18 00040 V
 28 079 056 08 08 02 12 01 02 19 00055 V
 28 079 056 08 08 02 12 01 02 20 00056 V
 28 079 056 08 08 02 12 01 02 21 00052 V
 28 079 056 08 08 02 12 01 02 22 00056 V
 28 079 056 08 08 02 12 01 02 23 00056 V
 28 079 056 08 08 02 12 01 02 24 00061 V
 28 079 056 08 08 02 12 01 03 01 00065 V
 28 079 056 08 08 02 12 01 03 02 00047 V
 28 079 056 08 08 02 12 01 03 03 00058 V
 28 079 056 08 08 02 12 01 03 04 00060 V
 28 079 056 08 08 02 12 01 03 05 00061 V
 28 079 056 08 08 02 12 01 03 06 00056 V
 28 079 056 08 08 02 12 01 03 07 00049 V
 28 079 056 08 08 02 12 01 03 08 00074 V
 28 079 056 08 08 02 12 01 03 09 00084 V
 28 079 056 08 08 02 12 01 03 10 00093 V
 28 079 056 08 08 02 12 01 03 11 00102 V
 28 079 056 08 08 02 12 01 03 12 00092 V
 28 079 056 08 08 02 12 01 03 13 00071 V
 28 079 056 08 08 02 12 01 03 14 00085 V
 28 079 056 08 08 02 12 01 03 15 00093 V
 28 079 056 08 08 02 12 01 03 16 00053 V
 28 079 056 08 08 02 12 01 03 17 00060 V
 28 079 056 08 08 02 12 01 03 18 00083 V
 28 079 056 08 08 02 12 01 03 19 00130 V
 28 079 056 08 08 02 12 01 03 20 00191 V
 28 079 056 08 08 02 12 01 03 21 00196 V
 28 079 056 08 08 02 12 01 03 22 00199 V
 28 079 056 08 08 02 12 01 03 23 00146 V
 28 079 056 08 08 02 12 01 03 24 00082 V
 28 079 056 08 08 02 12 01 04 01 00090 V
 28 079 056 08 08 02 12 01 04 02 00080 V
 28 079 056 08 08 02 12 01 04 03 00071 V
 28 079 056 08 08 02 12 01 04 04 00053 V
 28 079 056 08 08 02 12 01 04 05 00049 V
 28 079 056 08 08 02 12 01 04 06 00050 V
 28 079 056 08 08 02 12 01 04 07 00068 V
 28 079 056 08 08 02 12 01 04 08 00079 V
 28 079 056 08 08 02 12 01 04 09 00079 V
 28 079 056 08 08 02 12 01 04 10 00099 V
 28 079 056 08 08 02 12 01 04 11 00093 V
 28 079 056 08 08 02 12 01 04 12 00089 V
 28 079 056 08 08 02 12 01 04 13 00065 V
 28 079 056 08 08 02 12 01 04 14 00064 V
 28 079 056 08 08 02 12 01 04 15 00070 V
 28 079 056 08 08 02 12 01 04 16 00080 V
 28 079 056 08 08 02 12 01 04 17 00078 V
 28 079 056 08 08 02 12 01 04 18 00110 V
 28 079 056 08 08 02 12 01 04 19 00176 V
 28 079 056 08 08 02 12 01 04 20 00183 V
 28 079 056 08 08 02 12 01 04 21 00268 V
 28 079 056 08 08 02 12 01 04 22 00163 V
 28 079 056 08 08 02 12 01 04 23 00198 V
 28 079 056 08 08 02 12 01 04 24 00127 V
 28 079 056 08 08 02 12 01 05 01 00107 V
 28 079 056 08 08 02 12 01 05 02 00081 V
 28 079 056 08 08 02 12 01 05 03 00077 V
 28 079 056 08 08 02 12 01 05 04 00070 V
 28 079 056 08 08 02 12 01 05 05 00063 V
 28 079 056 08 08 02 12 01 05 06 00058 V
 28 079 056 08 08 02 12 01 05 07 00110 V
 28 079 056 08 08 02 12 01 05 08 00085 V
 28 079 056 08 08 02 12 01 05 09 00088 V
 28 079 056 08 08 02 12 01 05 10 00079 V
 28 079 056 08 08 02 12 01 05 11 00115 V
 28 079 056 08 08 02 12 01 05 12 00089 V
 28 079 056 08 08 02 12 01 05 13 00092 V
 28 079 056 08 08 02 12 01 05 14 00111 V
 28 079 056 08 08 02 12 01 05 15 00117 V
 28 079 056 08 08 02 12 01 05 16 00068 V
 28 079 056 08 08 02 12 01 05 17 00059 V
 28 079 056 08 08 02 12 01 05 18 00102 V
 28 079 056 08 08 02 12 01 05 19 00176 V
 28 079 056 08 08 02 12 01 05 20 00200 V
 28 079 056 08 08 02 12 01 05 21 00152 V
 28 079 056 08 08 02 12 01 05 22 00141 V
 28 079 056 08 08 02 12 01 05 23 00187 V
 28 079 056 08 08 02 12 01 05 24 00178 V
 28 079 056 08 08 02 12 01 06 01 00115 V
 28 079 056 08 08 02 12 01 06 02 00104 V
 28 079 056 08 08 02 12 01 06 03 00097 V
 28 079 056 08 08 02 12 01 06 04 00094 V
 28 079 056 08 08 02 12 01 06 05 00077 V
 28 079 056 08 08 02 12 01 06 06 00085 V
 28 079 056 08 08 02 12 01 06 07 00075 V
 28 079 056 08 08 02 12 01 06 08 00066 V
 28 079 056 08 08 02 12 01 06 09 00076 V
 28 079 056 08 08 02 12 01 06 10 00079 V
 28 079 056 08 08 02 12 01 06 11 00063 V
 28 079 056 08 08 02 12 01 06 12 00075 V
 28 079 056 08 08 02 12 01 06 13 00074 V
 28 079 056 08 08 02 12 01 06 14 00060 V
 28 079 056 08 08 02 12 01 06 15 00050 V
 28 079 056 08 08 02 12 01 06 16 00033 V
 28 079 056 08 08 02 12 01 06 17 00036 V
 28 079 056 08 08 02 12 01 06 18 00046 V
 28 079 056 08 08 02 12 01 06 19 00076 V
 28 079 056 08 08 02 12 01 06 20 00083 V
 28 079 056 08 08 02 12 01 06 21 00110 V
 28 079 056 08 08 02 12 01 06 22 00105 V
 28 079 056 08 08 02 12 01 06 23 00120 V
 28 079 056 08 08 02 12 01 06 24 00099 V
 28 079 056 08 08 02 12 01 07 01 00126 V
 28 079 056 08 08 02 12 01 07 02 00086 V
 28 079 056 08 08 02 12 01 07 03 00053 V
 28 079 056 08 08 02 12 01 07 04 00055 V
 28 079 056 08 08 02 12 01 07 05 00048 V
 28 079 056 08 08 02 12 01 07 06 00046 V
 28 079 056 08 08 02 12 01 07 07 00049 V
 28 079 056 08 08 02 12 01 07 08 00043 V
 28 079 056 08 08 02 12 01 07 09 00041 V
 28 079 056 08 08 02 12 01 07 10 00062 V
 28 079 056 08 08 02 12 01 07 11 00062 V
 28 079 056 08 08 02 12 01 07 12 00061 V
 28 079 056 08 08 02 12 01 07 13 00062 V
 28 079 056 08 08 02 12 01 07 14 00066 V
 28 079 056 08 08 02 12 01 07 15 00048 V
 28 079 056 08 08 02 12 01 07 16 00060 V
 28 079 056 08 08 02 12 01 07 17 00068 V
 28 079 056 08 08 02 12 01 07 18 00114 V
 28 079 056 08 08 02 12 01 07 19 00158 V
 28 079 056 08 08 02 12 01 07 20 00168 V
 28 079 056 08 08 02 12 01 07 21 00123 V
 28 079 056 08 08 02 12 01 07 22 00109 V
 28 079 056 08 08 02 12 01 07 23 00095 V
 28 079 056 08 08 02 12 01 07 24 00084 V
 28 079 056 08 08 02 12 01 08 01 00066 V
 28 079 056 08 08 02 12 01 08 02 00069 V
 28 079 056 08 08 02 12 01 08 03 00064 V
 28 079 056 08 08 02 12 01 08 04 00056 V
 28 079 056 08 08 02 12 01 08 05 00054 V
 28 079 056 08 08 02 12 01 08 06 00052 V
 28 079 056 08 08 02 12 01 08 07 00052 V
 28 079 056 08 08 02 12 01 08 08 00042 V
 28 079 056 08 08 02 12 01 08 09 00046 V
 28 079 056 08 08 02 12 01 08 10 00052 V
 28 079 056 08 08 02 12 01 08 11 00062 V
 28 079 056 08 08 02 12 01 08 12 00057 V
 28 079 056 08 08 02 12 01 08 13 00066 V
 28 079 056 08 08 02 12 01 08 14 00051 V
 28 079 056 08 08 02 12 01 08 15 00057 V
 28 079 056 08 08 02 12 01 08 16 00054 V
 28 079 056 08 08 02 12 01 08 17 00068 V
 28 079 056 08 08 02 12 01 08 18 00139 V
 28 079 056 08 08 02 12 01 08 19 00155 V
 28 079 056 08 08 02 12 01 08 20 00195 V
 28 079 056 08 08 02 12 01 08 21 00121 V
 28 079 056 08 08 02 12 01 08 22 00105 V
 28 079 056 08 08 02 12 01 08 23 00100 V
 28 079 056 08 08 02 12 01 08 24 00090 V
 28 079 056 08 08 02 12 01 09 01 00067 V
 28 079 056 08 08 02 12 01 09 02 00067 V
 28 079 056 08 08 02 12 01 09 03 00052 V
 28 079 056 08 08 02 12 01 09 04 00048 V
 28 079 056 08 08 02 12 01 09 05 00042 V
 28 079 056 08 08 02 12 01 09 06 00044 V
 28 079 056 08 08 02 12 01 09 07 00061 V
 28 079 056 08 08 02 12 01 09 08 00092 V
 28 079 056 08 08 02 12 01 09 09 00098 V
 28 079 056 08 08 02 12 01 09 10 00108 V
 28 079 056 08 08 02 12 01 09 11 00114 V
 28 079 056 08 08 02 12 01 09 12 00106 V
 28 079 056 08 08 02 12 01 09 13 00106 V
 28 079 056 08 08 02 12 01 09 14 00090 V
 28 079 056 08 08 02 12 01 09 15 00065 V
 28 079 056 08 08 02 12 01 09 16 00059 V
 28 079 056 08 08 02 12 01 09 17 00073 V
 28 079 056 08 08 02 12 01 09 18 00101 V
 28 079 056 08 08 02 12 01 09 19 00167 V
 28 079 056 08 08 02 12 01 09 20 00273 V
 28 079 056 08 08 02 12 01 09 21 00163 V
 28 079 056 08 08 02 12 01 09 22 00118 V
 28 079 056 08 08 02 12 01 09 23 00113 V
 28 079 056 08 08 02 12 01 09 24 00096 V
 28 079 056 08 08 02 12 01 10 01 00083 V
 28 079 056 08 08 02 12 01 10 02 00070 V
 28 079 056 08 08 02 12 01 10 03 00061 V
 28 079 056 08 08 02 12 01 10 04 00057 V
 28 079 056 08 08 02 12 01 10 05 00052 V
 28 079 056 08 08 02 12 01 10 06 00050 V
 28 079 056 08 08 02 12 01 10 07 00063 V
 28 079 056 08 08 02 12 01 10 08 00089 V
 28 079 056 08 08 02 12 01 10 09 00109 V
 28 079 056 08 08 02 12 01 10 10 00125 V
 28 079 056 08 08 02 12 01 10 11 00117 V
 28 079 056 08 08 02 12 01 10 12 00095 V
 28 079 056 08 08 02 12 01 10 13 00070 V
 28 079 056 08 08 02 12 01 10 14 00047 V
 28 079 056 08 08 02 12 01 10 15 00060 V
 28 079 056 08 08 02 12 01 10 16 00063 V
 28 079 056 08 08 02 12 01 10 17 00061 V
 28 079 056 08 08 02 12 01 10 18 00097 V
 28 079 056 08 08 02 12 01 10 19 00119 N
 28 079 056 08 08 02 12 01 10 20 00000 N
 28 079 056 08 08 02 12 01 10 21 00000 N
 28 079 056 08 08 02 12 01 10 22 00000 N
 28 079 056 08 08 02 12 01 10 23 00104 N
 28 079 056 08 08 02 12 01 10 24 00000 N
 28 079 056 08 08 02 12 01 11 01 00000 N
 28 079 056 08 08 02 12 01 11 02 00057 N
 28 079 056 08 08 02 12 01 11 03 00000 N
 28 079 056 08 08 02 12 01 11 04 00000 N
 28 079 056 08 08 02 12 01 11 05 00000 N
 28 079 056 08 08 02 12 01 11 06 00000 N
 28 079 056 08 08 02 12 01 11 07 00000 N
 28 079 056 08 08 02 12 01 11 08 00000 N
 28 079 056 08 08 02 12 01 11 09 00000 N
 28 079 056 08 08 02 12 01 11 10 00000 N
 28 079 056 08 08 02 12 01 11 11 00118 N
 28 079 056 08 08 02 12 01 11 12 00101 V
 28 079 056 08 08 02 12 01 11 13 00081 V
 28 079 056 08 08 02 12 01 11 14 00073 V
 28 079 056 08 08 02 12 01 11 15 00058 V
 28 079 056 08 08 02 12 01 11 16 00066 V
 28 079 056 08 08 02 12 01 11 17 00074 V
 28 079 056 08 08 02 12 01 11 18 00125 V
 28 079 056 08 08 02 12 01 11 19 00247 V
 28 079 056 08 08 02 12 01 11 20 00353 V
 28 079 056 08 08 02 12 01 11 21 00169 V
 28 079 056 08 08 02 12 01 11 22 00153 V
 28 079 056 08 08 02 12 01 11 23 00144 V
 28 079 056 08 08 02 12 01 11 24 00118 V
 28 079 056 08 08 02 12 01 12 01 00093 V
 28 079 056 08 08 02 12 01 12 02 00064 V
 28 079 056 08 08 02 12 01 12 03 00060 V
 28 079 056 08 08 02 12 01 12 04 00056 V
 28 079 056 08 08 02 12 01 12 05 00066 V
 28 079 056 08 08 02 12 01 12 06 00062 V
