 28 079 047 08 08 02 12 01 01 00097 00069 00072 00072 00067 00065 00059 00050 00046 00046 00050 00060 00066 00055 00050 00050 00038 00036 00056 00069 00071 00072 00068 00058
 28 079 047 08 08 02 12 01 02 00033 00013 00012 00010 00008 00007 00014 00022 00028 00042 00049 00033 00020 00017 00019 00019 00021 00025 00033 00046 00041 00047 00053 00048
 28 079 047 08 08 02 12 01 03 00048 00046 00055 00070 00073 00071 00053 00050 00066 00080 00080 00087 00068 00077 00087 00077 00072 00069 00093 00094 00103 00117 00123 00109
 28 079 047 08 08 02 12 01 04 00083 00075 00064 00048 00047 00045 00046 00055 00066 00078 00082 00101 00078 00068 00068 00077 00080 00091 00125 00124 00134 00172 00165 00147
 28 079 047 08 08 02 12 01 05 00100 00086 00076 00069 00058 00057 00062 00067 00083 00094 00102 00093 00070 00088 00105 00080 00059 00066 00097 00124 00135 00125 00165 00176
 28 079 047 08 08 02 12 01 06 00124 00094 00088 00092 00079 00076 00069 00063 00061 00060 00064 00072 00076 00051 00029 00025 00022 00033 00045 00053 00067 00082 00085 00084
 28 079 047 08 08 02 12 01 07 00093 00087 00061 00045 00041 00042 00038 00037 00041 00044 00048 00056 00066 00072 00059 00062 00053 00073 00123 00170 00144 00113 00095 00092
 28 079 047 08 08 02 12 01 08 00074 00057 00049 00049 00046 00044 00042 00042 00040 00041 00045 00056 00062 00064 00063 00064 00071 00086 00130 00138 00140 00137 00107 00094
 28 079 047 08 08 02 12 01 09 00077 00062 00058 00051 00043 00042 00040 00054 00080 00110 00116 00118 00109 00068 00048 00048 00059 00065 00095 00189 00202 00128 00106 00104
 28 079 047 08 08 02 12 01 10 00089 00072 00060 00058 00053 00049 00046 00059 00086 00107 00107 00080 00054 00038 00052 00050 00047 00052 00094 00143 00140 00119 00105 00096
 28 079 047 08 08 02 12 01 11 00076 00067 00059 00054 00048 00044 00045 00058 00084 00103 00108 00085 00070 00060 00047 00049 00065 00088 00127 00163 00154 00160 00148 00130
 28 079 047 08 08 02 12 01 12 00107 00078 00063 00058 00056 00060 00051 00062 00084 00107 00117 00079 00070 00059 00052 00055 00070 00070 00097 00109 00130 00149 00120 00099
 28 079 047 08 08 02 12 01 13 00100 00096 00095 00081 00072 00066 00055 00064 00090 00105 00111 00109 00093 00096 00092 00078 00070 00080 00086 00108 00125 00127 00135 00114
 28 079 047 08 08 02 12 01 14 00103 00095 00090 00087 00082 00074 00076 00075 00074 00079 00058 00060 00060 00064 00065 00045 00038 00037 00060 00076 00088 00095 00102 00107
 28 079 047 08 08 02 12 01 15 00101 00097 00101 00094 00081 00074 00072 00063 00059 00053 00056 00057 00059 00057 00052 00056 00055 00060 00066 00071 00077 00074 00067 00065
 28 079 047 08 08 02 12 01 16 00062 00038 00031 00027 00028 00034 00035 00043 00063 00072 00079 00062 00052 00057 00059 00050 00049 00050 00050 00048 00046 00046 00037 00025
 28 079 047 08 08 02 12 01 17 00021 00024 00013 00012 00014 00017 00038 00075 00101 00094 00079 00055 00049 00048 00037 00032 00042 00058 00083 00095 00084 00086 00072 00063
 28 079 047 08 08 02 12 01 18 00072 00056 00047 00042 00039 00035 00036 00049 00062 00089 00098 00115 00091 00076 00058 00069 00075 00054 00085 00099 00105 00116 00159 00139
 28 079 047 08 08 02 12 01 19 00081 00072 00065 00058 00058 00061 00061 00061 00079 00099 00117 00129 00117 00078 00069 00067 00072 00077 00089 00100 00104 00139 00132 00123
 28 079 047 08 08 02 12 01 20 00081 00076 00059 00045 00046 00043 00038 00049 00071 00094 00098 00117 00137 00071 00055 00057 00053 00067 00084 00085 00076 00069 00052 00039
 28 079 047 08 08 02 12 01 21 00047 00038 00043 00064 00061 00051 00044 00046 00044 00046 00055 00077 00071 00072 00047 00030 00028 00037 00080 00105 00080 00123 00123 00084
 28 079 047 08 08 02 12 01 22 00070 00065 00057 00052 00045 00038 00038 00036 00037 00044 00050 00045 00042 00045 00051 00052 00051 00061 00084 00091 00109 00112 00108 00088
 28 079 047 08 08 02 12 01 23 00066 00055 00051 00048 00039 00033 00034 00046 00073 00089 00051 00041 00046 00050 00039 00034 00040 00051 00074 00112 00100 00075 00064 00040
 28 079 047 08 08 02 12 01 24 00033 00035 00030 00037 00020 00024 00043 00058 00072 00070 00055 00050 00049 00042 00033 00040 00049 00065 00082 00103 00137 00168 00128 00087
 28 079 047 08 08 02 12 01 25 00076 00063 00056 00050 00045 00043 00044 00055 00082 00093 00100 00108 00071 00062 00062 00060 00052 00050 00071 00103 00141 00176 00158 00131
 28 079 047 08 08 02 12 01 26 00101 00078 00064 00060 00055 00048 00051 00067 00076 00082 00059 00063 00061 00061 00058 00061 00072 00088 00101 00101 00118 00143 00124 00135
 28 079 047 08 08 02 12 01 27 00125 00091 00059 00031 00037 00039 00053 00065 00077 00057 00066 00061 00042 00037 00048 00055 00053 00054 00056 00052 00048 00049 00040 00050
 28 079 047 08 08 02 12 01 28 00026 00022 00020 00018 00016 00018 00025 00032 00039 00043 00024 00022 00025 00022 00019 00018 00020 00029 00037 00043 00049 00044 00050 00044
 28 079 047 08 08 02 12 01 29 00042 00057 00047 00050 00034 00050 00055 00062 00064 00053 00022 00018 00019 00019 00018 00017 00019 00026 00038 00058 00051 00043 00046 00048
 28 079 047 08 08 02 12 01 30 00047 00054 00070 00074 00070 00060 00059 00062 00078 00093 00090 00084 00066 00043 00024 00020 00024 00031 00054 00086 00093 00096 00104 00085
 28 079 047 08 08 02 12 01 31 00084 00081 00068 00077 00060 00051 00049 00055 00074 00101 00103 00071 00072 00072 00044 00027 00032 00046 00065 00074 00079 00097 00113 00100
 28 079 047 08 08 02 12 02 01 00079 00078 00074 00073 00072 00069 00069 00072 00086 00098 00123 00086 00103 00079 00036 00021 00036 00082 00059 00056 00055 00059 00061 00046
 28 079 047 08 08 02 12 02 02 00022 00030 00014 00011 00015 00014 00030 00064 00075 00062 00041 00039 00033 00027 00027 00026 00030 00033 00042 00047 00044 00038 00029 00025
 28 079 047 08 08 02 12 02 03 00024 00017 00012 00013 00010 00012 00021 00042 00069 00055 00033 00029 00027 00027 00026 00026 00029 00032 00039 00039 00037 00037 00032 00026
 28 079 047 08 08 02 12 02 04 00022 00025 00025 00016 00016 00018 00017 00018 00022 00023 00020 00018 00017 00019 00018 00017 00020 00020 00034 00037 00046 00032 00030 00027
 28 079 047 08 08 02 12 02 05 00022 00026 00034 00051 00054 00061 00066 00065 00067 00061 00020 00017 00019 00018 00014 00011 00013 00021 00035 00040 00057 00051 00038 00026
 28 079 047 08 08 02 12 02 06 00033 00020 00010 00020 00015 00044 00067 00085 00099 00093 00090 00079 00073 00066 00042 00034 00020 00021 00032 00045 00058 00069 00074 00066
 28 079 047 08 08 02 12 02 07 00065 00031 00011 00016 00019 00028 00037 00060 00069 00067 00054 00052 00043 00045 00032 00026 00027 00028 00040 00047 00052 00053 00046 00040
 28 079 047 08 08 02 12 02 08 00020 00017 00015 00016 00019 00043 00073 00088 00088 00043 00028 00027 00027 00026 00030 00029 00033 00044 00054 00068 00075 00065 00049 00034
 28 079 047 08 08 02 12 02 09 00029 00025 00022 00027 00027 00033 00047 00058 00073 00078 00060 00046 00051 00050 00055 00065 00066 00053 00057 00073 00069 00072 00094 00092
 28 079 047 08 08 02 12 02 10 00080 00076 00068 00056 00051 00052 00055 00064 00085 00099 00092 00077 00079 00069 00034 00030 00038 00048 00060 00062 00061 00074 00063 00048
 28 079 047 08 08 02 12 02 11 00036 00032 00028 00028 00025 00041 00054 00053 00053 00057 00066 00051 00031 00023 00021 00018 00020 00024 00036 00053 00062 00056 00050 00039
