00000050 09 47 02 12 01 01 01 00037 V
00000050 09 47 02 12 01 01 02 00049 V
00000050 09 47 02 12 01 01 03 00039 V
00000050 09 47 02 12 01 01 04 00017 V
00000050 09 47 02 12 01 01 05 00015 V
00000050 09 47 02 12 01 01 06 00012 V
00000050 09 47 02 12 01 01 07 00013 V
00000050 09 47 02 12 01 01 08 00012 V
00000050 09 47 02 12 01 01 09 00012 V
00000050 09 47 02 12 01 01 10 00008 V
00000050 09 47 02 12 01 01 11 00006 V
00000050 09 47 02 12 01 01 12 00006 V
00000050 09 47 02 12 01 01 13 00010 V
00000050 09 47 02 12 01 01 14 00011 V
00000050 09 47 02 12 01 01 15 00009 V
00000050 09 47 02 12 01 01 16 00010 V
00000050 09 47 02 12 01 01 17 00008 V
00000050 09 47 02 12 01 01 18 00009 V
00000050 09 47 02 12 01 01 19 00013 V
00000050 09 47 02 12 01 01 20 00013 V
00000050 09 47 02 12 01 01 21 00010 V
00000050 09 47 02 12 01 01 22 00008 V
00000050 09 47 02 12 01 01 23 00009 V
00000050 09 47 02 12 01 01 24 00008 V
00000050 09 47 02 12 01 02 01 00008 V
00000050 09 47 02 12 01 02 02 00005 V
00000050 09 47 02 12 01 02 03 00007 V
00000050 09 47 02 12 01 02 04 00004 V
00000050 09 47 02 12 01 02 05 00004 V
00000050 09 47 02 12 01 02 06 00004 V
00000050 09 47 02 12 01 02 07 00004 V
00000050 09 47 02 12 01 02 08 00006 V
00000050 09 47 02 12 01 02 09 00008 V
00000050 09 47 02 12 01 02 10 00006 V
00000050 09 47 02 12 01 02 11 00005 V
00000050 09 47 02 12 01 02 12 00006 V
00000050 09 47 02 12 01 02 13 00004 V
00000050 09 47 02 12 01 02 14 00004 V
00000050 09 47 02 12 01 02 15 00004 V
00000050 09 47 02 12 01 02 16 00006 V
00000050 09 47 02 12 01 02 17 00005 V
00000050 09 47 02 12 01 02 18 00006 V
00000050 09 47 02 12 01 02 19 00007 V
00000050 09 47 02 12 01 02 20 00006 V
00000050 09 47 02 12 01 02 21 00007 V
00000050 09 47 02 12 01 02 22 00010 V
00000050 09 47 02 12 01 02 23 00007 V
00000050 09 47 02 12 01 02 24 00006 V
00000050 09 47 02 12 01 03 01 00004 V
00000050 09 47 02 12 01 03 02 00005 V
00000050 09 47 02 12 01 03 03 00004 V
00000050 09 47 02 12 01 03 04 00004 V
00000050 09 47 02 12 01 03 05 00004 V
00000050 09 47 02 12 01 03 06 00006 V
00000050 09 47 02 12 01 03 07 00007 V
00000050 09 47 02 12 01 03 08 00010 V
00000050 09 47 02 12 01 03 09 00010 V
00000050 09 47 02 12 01 03 10 00009 V
00000050 09 47 02 12 01 03 11 00007 V
00000050 09 47 02 12 01 03 12 00006 V
00000050 09 47 02 12 01 03 13 00013 V
00000050 09 47 02 12 01 03 14 00010 V
00000050 09 47 02 12 01 03 15 00011 V
00000050 09 47 02 12 01 03 16 00009 V
00000050 09 47 02 12 01 03 17 00008 V
00000050 09 47 02 12 01 03 18 00008 V
00000050 09 47 02 12 01 03 19 00014 V
00000050 09 47 02 12 01 03 20 00014 V
00000050 09 47 02 12 01 03 21 00012 V
00000050 09 47 02 12 01 03 22 00013 V
00000050 09 47 02 12 01 03 23 00015 V
00000050 09 47 02 12 01 03 24 00014 V
00000050 09 47 02 12 01 04 01 00009 V
00000050 09 47 02 12 01 04 02 00007 V
00000050 09 47 02 12 01 04 03 00006 V
00000050 09 47 02 12 01 04 04 00005 V
00000050 09 47 02 12 01 04 05 00005 V
00000050 09 47 02 12 01 04 06 00005 V
00000050 09 47 02 12 01 04 07 00004 V
00000050 09 47 02 12 01 04 08 00006 V
00000050 09 47 02 12 01 04 09 00010 V
00000050 09 47 02 12 01 04 10 00020 V
00000050 09 47 02 12 01 04 11 00019 V
00000050 09 47 02 12 01 04 12 00018 V
00000050 09 47 02 12 01 04 13 00017 V
00000050 09 47 02 12 01 04 14 00019 V
00000050 09 47 02 12 01 04 15 00016 V
00000050 09 47 02 12 01 04 16 00011 V
00000050 09 47 02 12 01 04 17 00011 V
00000050 09 47 02 12 01 04 18 00015 V
00000050 09 47 02 12 01 04 19 00012 V
00000050 09 47 02 12 01 04 20 00014 V
00000050 09 47 02 12 01 04 21 00028 V
00000050 09 47 02 12 01 04 22 00022 V
00000050 09 47 02 12 01 04 23 00021 V
00000050 09 47 02 12 01 04 24 00022 V
00000050 09 47 02 12 01 05 01 00018 V
00000050 09 47 02 12 01 05 02 00013 V
00000050 09 47 02 12 01 05 03 00013 V
00000050 09 47 02 12 01 05 04 00016 V
00000050 09 47 02 12 01 05 05 00013 V
00000050 09 47 02 12 01 05 06 00013 V
00000050 09 47 02 12 01 05 07 00014 V
00000050 09 47 02 12 01 05 08 00018 V
00000050 09 47 02 12 01 05 09 00022 V
00000050 09 47 02 12 01 05 10 00017 V
00000050 09 47 02 12 01 05 11 00013 V
00000050 09 47 02 12 01 05 12 00015 V
00000050 09 47 02 12 01 05 13 00022 V
00000050 09 47 02 12 01 05 14 00018 V
00000050 09 47 02 12 01 05 15 00015 V
00000050 09 47 02 12 01 05 16 00013 V
00000050 09 47 02 12 01 05 17 00009 V
00000050 09 47 02 12 01 05 18 00012 V
00000050 09 47 02 12 01 05 19 00013 V
00000050 09 47 02 12 01 05 20 00016 V
00000050 09 47 02 12 01 05 21 00019 V
00000050 09 47 02 12 01 05 22 00014 V
00000050 09 47 02 12 01 05 23 00018 V
00000050 09 47 02 12 01 05 24 00020 V
00000050 09 47 02 12 01 06 01 00016 V
00000050 09 47 02 12 01 06 02 00016 V
00000050 09 47 02 12 01 06 03 00022 V
00000050 09 47 02 12 01 06 04 00013 V
00000050 09 47 02 12 01 06 05 00013 V
00000050 09 47 02 12 01 06 06 00007 V
00000050 09 47 02 12 01 06 07 00014 V
00000050 09 47 02 12 01 06 08 00017 V
00000050 09 47 02 12 01 06 09 00014 V
00000050 09 47 02 12 01 06 10 00015 V
00000050 09 47 02 12 01 06 11 00013 V
00000050 09 47 02 12 01 06 12 00010 V
00000050 09 47 02 12 01 06 13 00003 V
00000050 09 47 02 12 01 06 14 00002 V
00000050 09 47 02 12 01 06 15 00002 V
00000050 09 47 02 12 01 06 16 00004 V
00000050 09 47 02 12 01 06 17 00003 V
00000050 09 47 02 12 01 06 18 00004 V
00000050 09 47 02 12 01 06 19 00003 V
00000050 09 47 02 12 01 06 20 00004 V
00000050 09 47 02 12 01 06 21 00006 V
00000050 09 47 02 12 01 06 22 00004 V
00000050 09 47 02 12 01 06 23 00004 V
00000050 09 47 02 12 01 06 24 00008 V
00000050 09 47 02 12 01 07 01 00006 V
00000050 09 47 02 12 01 07 02 00004 V
00000050 09 47 02 12 01 07 03 00004 V
00000050 09 47 02 12 01 07 04 00003 V
00000050 09 47 02 12 01 07 05 00003 V
00000050 09 47 02 12 01 07 06 00004 V
00000050 09 47 02 12 01 07 07 00005 V
00000050 09 47 02 12 01 07 08 00005 V
00000050 09 47 02 12 01 07 09 00005 V
00000050 09 47 02 12 01 07 10 00004 V
00000050 09 47 02 12 01 07 11 00004 V
00000050 09 47 02 12 01 07 12 00004 V
00000050 09 47 02 12 01 07 13 00002 V
00000050 09 47 02 12 01 07 14 00003 V
00000050 09 47 02 12 01 07 15 00004 V
00000050 09 47 02 12 01 07 16 00003 V
00000050 09 47 02 12 01 07 17 00004 V
00000050 09 47 02 12 01 07 18 00006 V
00000050 09 47 02 12 01 07 19 00007 V
00000050 09 47 02 12 01 07 20 00012 V
00000050 09 47 02 12 01 07 21 00007 V
00000050 09 47 02 12 01 07 22 00006 V
00000050 09 47 02 12 01 07 23 00006 V
00000050 09 47 02 12 01 07 24 00006 V
00000050 09 47 02 12 01 08 01 00005 V
00000050 09 47 02 12 01 08 02 00005 V
00000050 09 47 02 12 01 08 03 00004 V
00000050 09 47 02 12 01 08 04 00004 V
00000050 09 47 02 12 01 08 05 00002 V
00000050 09 47 02 12 01 08 06 00004 V
00000050 09 47 02 12 01 08 07 00003 V
00000050 09 47 02 12 01 08 08 00004 V
00000050 09 47 02 12 01 08 09 00004 V
00000050 09 47 02 12 01 08 10 00003 V
00000050 09 47 02 12 01 08 11 00003 V
00000050 09 47 02 12 01 08 12 00003 V
00000050 09 47 02 12 01 08 13 00003 V
00000050 09 47 02 12 01 08 14 00006 V
00000050 09 47 02 12 01 08 15 00005 V
00000050 09 47 02 12 01 08 16 00007 V
00000050 09 47 02 12 01 08 17 00006 V
00000050 09 47 02 12 01 08 18 00012 V
00000050 09 47 02 12 01 08 19 00012 V
00000050 09 47 02 12 01 08 20 00014 V
00000050 09 47 02 12 01 08 21 00012 V
00000050 09 47 02 12 01 08 22 00015 V
00000050 09 47 02 12 01 08 23 00015 V
00000050 09 47 02 12 01 08 24 00010 V
00000050 09 47 02 12 01 09 01 00007 V
00000050 09 47 02 12 01 09 02 00006 V
00000050 09 47 02 12 01 09 03 00005 V
00000050 09 47 02 12 01 09 04 00005 V
00000050 09 47 02 12 01 09 05 00002 V
00000050 09 47 02 12 01 09 06 00005 V
00000050 09 47 02 12 01 09 07 00004 V
00000050 09 47 02 12 01 09 08 00006 V
00000050 09 47 02 12 01 09 09 00012 V
00000050 09 47 02 12 01 09 10 00012 V
00000050 09 47 02 12 01 09 11 00006 V
00000050 09 47 02 12 01 09 12 00003 V
00000050 09 47 02 12 01 09 13 00002 V
00000050 09 47 02 12 01 09 14 00004 V
00000050 09 47 02 12 01 09 15 00004 V
00000050 09 47 02 12 01 09 16 00004 V
