28079050 08 08 02 12 01 01 00099 00101 00081 00064 00062 00057 00055 00056 00060 00042 00033 00041 00061 00065 00053 00052 00045 00061 00081 00075 00061 00044 00029 00025
28079050 08 08 02 12 01 02 00018 00014 00012 00007 00007 00010 00021 00046 00058 00055 00062 00061 00045 00039 00036 00038 00033 00048 00067 00064 00074 00077 00060 00043
28079050 08 08 02 12 01 03 00035 00026 00026 00025 00023 00034 00072 00071 00075 00060 00052 00054 00101 00096 00087 00076 00068 00072 00078 00095 00115 00105 00114 00084
28079050 08 08 02 12 01 04 00063 00053 00034 00029 00028 00028 00035 00062 00102 00111 00125 00112 00117 00141 00118 00084 00091 00092 00103 00129 00184 00141 00153 00144
28079050 08 08 02 12 01 05 00110 00085 00103 00099 00096 00093 00103 00110 00133 00088 00072 00118 00161 00130 00114 00101 00085 00089 00092 00109 00089 00080 00107 00100
28079050 08 08 02 12 01 06 00087 00101 00114 00092 00078 00066 00082 00091 00082 00088 00081 00068 00024 00022 00020 00014 00014 00022 00026 00037 00056 00055 00060 00065
28079050 08 08 02 12 01 07 00065 00038 00030 00027 00021 00027 00033 00045 00050 00051 00053 00038 00051 00059 00056 00039 00057 00056 00085 00114 00087 00076 00070 00059
28079050 08 08 02 12 01 08 00042 00036 00021 00019 00016 00021 00025 00041 00044 00040 00044 00042 00038 00067 00067 00073 00084 00114 00121 00109 00108 00121 00115 00077
28079050 08 08 02 12 01 09 00066 00054 00038 00027 00033 00041 00052 00065 00086 00091 00052 00041 00042 00025 00025 00022 00039 00068 00078 00099 00097 00146 00100 00067
28079050 08 08 02 12 01 10 00050 00043 00032 00029 00030 00039 00045 00063 00080 00075 00045 00034 00028 00035 00030 00033 00045 00055 00119 00130 00126 00115 00104 00072
28079050 08 08 02 12 01 11 00057 00041 00029 00024 00025 00031 00053 00069 00081 00066 00046 00041 00033 00032 00026 00038 00061 00071 00093 00105 00096 00094 00088 00074
28079050 08 08 02 12 01 12 00072 00076 00054 00026 00036 00054 00055 00071 00103 00069 00059 00056 00059 00061 00090 00093 00092 00102 00116 00118 00105 00097 00104 00073
28079050 08 08 02 12 01 13 00060 00060 00059 00058 00056 00061 00055 00052 00059 00069 00060 00066 00091 00088 00079 00083 00090 00114 00135 00105 00088 00116 00130 00109
28079050 08 08 02 12 01 14 00100 00093 00111 00107 00107 00084 00071 00065 00070 00061 00076 00085 00084 00079 00067 00054 00052 00059 00075 00085 00091 00089 00086 00091
28079050 08 08 02 12 01 15 00096 00084 00084 00079 00072 00062 00055 00055 00053 00047 00043 00044 00051 00060 00074 00066 00064 00067 00067 00066 00066 00059 00054 00050
28079050 08 08 02 12 01 16 00042 00022 00029 00027 00023 00034 00043 00083 00109 00105 00061 00044 00040 00058 00061 00043 00036 00032 00035 00031 00025 00027 00024 00020
28079050 08 08 02 12 01 17 00016 00012 00007 00008 00012 00016 00042 00057 00068 00057 00057 00037 00027 00025 00026 00022 00033 00047 00068 00060 00074 00062 00067 00049
28079050 08 08 02 12 01 18 00039 00032 00033 00028 00029 00033 00052 00061 00079 00085 00060 00044 00054 00113 00098 00093 00101 00103 00117 00131 00150 00123 00099 00113
28079050 08 08 02 12 01 19 00127 00089 00068 00051 00044 00054 00082 00108 00122 00104 00085 00056 00123 00120 00093 00087 00087 00095 00088 00093 00101 00102 00091 00080
28079050 08 08 02 12 01 20 00078 00075 00061 00067 00065 00065 00064 00077 00112 00121 00172 00150 00057 00042 00059 00048 00049 00055 00055 00057 00055 00049 00037 00025
28079050 08 08 02 12 01 21 00032 00021 00012 00029 00033 00042 00049 00059 00061 00054 00040 00033 00062 00048 00041 00026 00026 00047 00065 00068 00068 00072 00061 00054
28079050 08 08 02 12 01 22 00039 00033 00037 00034 00033 00046 00050 00043 00036 00040 00030 00024 00024 00058 00060 00051 00063 00077 00092 00110 00090 00084 00077 00073
28079050 08 08 02 12 01 23 00058 00030 00023 00020 00018 00021 00032 00049 00059 00046 00027 00020 00037 00070 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000
28079050 08 08 02 12 01 24 00019 00015 00013 00017 00016 00021 00031 00051 00060 00047 00035 00028 00029 00027 00020 00020 00026 00041 00085 00171 00166 00129 00093 00091
28079050 08 08 02 12 01 25 00068 00047 00032 00024 00023 00028 00041 00060 00090 00075 00066 00085 00105 00090 00081 00081 00071 00087 00097 00104 00101 00102 00094 00111
28079050 08 08 02 12 01 26 00084 00072 00064 00061 00057 00050 00050 00057 00066 00056 00039 00034 00038 00042 00058 00060 00098 00104 00122 00135 00130 00113 00097 00087
28079050 08 08 02 12 01 27 00062 00032 00019 00016 00017 00028 00037 00050 00061 00056 00056 00037 00033 00029 00041 00038 00043 00034 00029 00029 00030 00028 00023 00027
28079050 08 08 02 12 01 28 00013 00013 00015 00012 00012 00014 00015 00017 00021 00029 00017 00018 00014 00013 00017 00034 00041 00032 00028 00039 00036 00054 00059 00048
28079050 08 08 02 12 01 29 00037 00034 00026 00022 00030 00020 00029 00038 00046 00040 00022 00023 00025 00018 00020 00015 00021 00032 00043 00052 00037 00042 00043 00027
28079050 08 08 02 12 01 30 00036 00046 00061 00063 00046 00046 00056 00110 00122 00138 00101 00089 00090 00062 00049 00050 00052 00067 00095 00096 00085 00108 00119 00079
28079050 08 08 02 12 01 31 00057 00058 00065 00066 00061 00057 00059 00061 00075 00065 00075 00117 00109 00084 00063 00059 00064 00074 00082 00091 00109 00108 00077 00059
28079050 08 08 02 12 02 01 00057 00066 00077 00072 00071 00065 00068 00086 00100 00127 00158 00127 00075 00084 00065 00054 00095 00096 00093 00083 00088 00085 00041 00030
28079050 08 08 02 12 02 02 00021 00016 00010 00009 00009 00018 00048 00072 00071 00059 00048 00058 00032 00031 00034 00036 00041 00053 00059 00052 00057 00051 00036 00029
28079050 08 08 02 12 02 03 00016 00013 00014 00013 00013 00022 00033 00058 00053 00052 00037 00037 00034 00036 00040 00037 00040 00040 00049 00047 00035 00042 00035 00032
