28079050 09 47 02 12 01 01 00037 00049 00039 00017 00015 00012 00013 00012 00012 00008 00006 00006 00010 00011 00009 00010 00008 00009 00013 00013 00010 00008 00009 00008
28079050 09 47 02 12 01 02 00008 00005 00007 00004 00004 00004 00004 00006 00008 00006 00005 00006 00004 00004 00004 00006 00005 00006 00007 00006 00007 00010 00007 00006
28079050 09 47 02 12 01 03 00004 00005 00004 00004 00004 00006 00007 00010 00010 00009 00007 00006 00013 00010 00011 00009 00008 00008 00014 00014 00012 00013 00015 00014
28079050 09 47 02 12 01 04 00009 00007 00006 00005 00005 00005 00004 00006 00010 00020 00019 00018 00017 00019 00016 00011 00011 00015 00012 00014 00028 00022 00021 00022
28079050 09 47 02 12 01 05 00018 00013 00013 00016 00013 00013 00014 00018 00022 00017 00013 00015 00022 00018 00015 00013 00009 00012 00013 00016 00019 00014 00018 00020
28079050 09 47 02 12 01 06 00016 00016 00022 00013 00013 00007 00014 00017 00014 00015 00013 00010 00003 00002 00002 00004 00003 00004 00003 00004 00006 00004 00004 00008
28079050 09 47 02 12 01 07 00006 00004 00004 00003 00003 00004 00005 00005 00005 00004 00004 00004 00002 00003 00004 00003 00004 00006 00007 00012 00007 00006 00006 00006
28079050 09 47 02 12 01 08 00005 00005 00004 00004 00002 00004 00003 00004 00004 00003 00003 00003 00003 00006 00005 00007 00006 00012 00012 00014 00012 00015 00015 00010
28079050 09 47 02 12 01 09 00007 00006 00005 00005 00002 00005 00004 00006 00012 00012 00006 00003 00002 00004 00004 00004 00004 00009 00007 00009 00011 00016 00012 00011
28079050 09 47 02 12 01 10 00006 00005 00004 00004 00006 00004 00005 00006 00008 00008 00006 00004 00004 00004 00005 00006 00006 00006 00012 00013 00013 00009 00012 00007
28079050 09 47 02 12 01 11 00009 00005 00006 00005 00005 00005 00003 00007 00008 00006 00005 00005 00005 00004 00003 00004 00005 00006 00007 00011 00009 00011 00009 00010
28079050 09 47 02 12 01 12 00008 00010 00006 00007 00008 00007 00006 00008 00011 00007 00008 00009 00007 00009 00011 00011 00012 00010 00012 00014 00012 00011 00012 00011
28079050 09 47 02 12 01 13 00011 00009 00010 00011 00009 00008 00009 00008 00008 00006 00006 00006 00008 00012 00012 00013 00015 00015 00017 00014 00014 00013 00020 00019
28079050 09 47 02 12 01 14 00013 00013 00028 00010 00019 00012 00020 00011 00012 00016 00015 00021 00015 00023 00009 00012 00015 00012 00013 00014 00024 00020 00020 00019
28079050 09 47 02 12 01 15 00016 00014 00025 00019 00013 00014 00014 00014 00010 00011 00010 00008 00010 00010 00013 00013 00012 00012 00013 00011 00037 00012 00008 00011
28079050 09 47 02 12 01 16 00006 00002 00001 00003 00002 00005 00004 00007 00010 00010 00006 00000 00001 00001 00001 00003 00005 00007 00007 00006 00006 00002 00004 00005
28079050 09 47 02 12 01 17 00004 00004 00004 00002 00001 00001 00003 00005 00004 00007 00007 00008 00003 00010 00002 00002 00004 00004 00005 00006 00007 00005 00005 00005
28079050 09 47 02 12 01 18 00005 00003 00005 00005 00004 00004 00004 00005 00008 00011 00008 00006 00009 00010 00012 00008 00009 00008 00009 00011 00013 00012 00011 00010
28079050 09 47 02 12 01 19 00013 00010 00006 00006 00005 00005 00009 00012 00013 00014 00012 00011 00014 00015 00009 00009 00007 00006 00007 00006 00009 00010 00013 00008
28079050 09 47 02 12 01 20 00011 00010 00008 00009 00010 00008 00008 00013 00016 00017 00021 00024 00007 00004 00005 00004 00005 00005 00004 00004 00005 00004 00003 00004
28079050 09 47 02 12 01 21 00004 00003 00003 00003 00003 00004 00004 00005 00008 00004 00004 00004 00007 00006 00004 00004 00005 00003 00005 00006 00009 00007 00006 00006
28079050 09 47 02 12 01 22 00005 00004 00004 00005 00004 00004 00005 00006 00005 00003 00006 00004 00005 00008 00008 00007 00008 00007 00010 00017 00013 00008 00007 00009
28079050 09 47 02 12 01 23 00005 00004 00004 00004 00004 00004 00005 00005 00009 00006 00005 00004 00002 00007 00000 00000 00000 00000 00000 00000 00000 00000 00000 00000
28079050 09 47 02 12 01 24 00006 00005 00005 00005 00004 00005 00005 00005 00006 00005 00006 00003 00002 00001 00003 00003 00006 00003 00008 00018 00020 00014 00009 00011
28079050 09 47 02 12 01 25 00007 00004 00004 00004 00004 00004 00005 00006 00008 00006 00007 00010 00013 00012 00010 00012 00011 00010 00010 00012 00011 00012 00011 00012
